AccountId,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
112999,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
119395,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
145837,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
154926,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
155456,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
160816,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
168052,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
168870,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
169234,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
172920,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
173033,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
173377,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
174933,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
175072,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
175768,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
176494,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
176695,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
176775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
243476,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
246767,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
250829,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
263466,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
263788,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
263990,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
264065,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
264129,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
270672,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
276869,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
277953,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
278559,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
278928,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
283218,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
283335,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
283486,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
298333,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
299222,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
300355,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
300486,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
301124,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
301634,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
301800,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
302196,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
302256,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
302494,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
302815,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
303699,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
310195,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
310660,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
311173,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
311839,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
312521,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
313120,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
313148,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
313391,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
313800,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
314282,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
314666,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
314752,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
318120,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
319691,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
319889,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
320519,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
320645,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
320860,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
321914,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
322172,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
322487,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
324275,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
324413,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
324615,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
325385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
325471,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
326142,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
326339,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
327467,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
327501,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
327574,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
328007,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
328209,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
329160,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
332332,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
332913,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
333017,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
333844,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
334811,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
334868,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
334952,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
334976,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
335151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
335369,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
335459,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
335529,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
336621,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
337741,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
338963,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
339044,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
