participant_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
677669,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
677672,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
677683,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
677689,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
677695,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
677699,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
677701,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
677715,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
677723,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
677727,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
677731,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
677752,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
677769,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
677772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677795,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
677825,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
677827,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
677858,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
677861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677886,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
677928,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
677949,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
677951,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
678017,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
678036,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
678079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678103,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
678146,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
678195,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
678327,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
678415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678570,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
678582,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
678600,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
678604,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
678608,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
678615,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
678630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678635,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
678647,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
678656,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
678665,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
678679,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
678690,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
678697,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
678718,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
678730,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
678739,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
678748,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
678750,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
678820,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
678842,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
678884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678971,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
679030,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
679034,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
679039,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
679046,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
679047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679055,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
679060,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
679068,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
679082,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
679087,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
679093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679117,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
679132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679179,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
679195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
679237,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
679308,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
679312,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
679319,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
679322,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
679328,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
679332,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
679338,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
679375,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
679456,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
679465,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
679481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679588,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
679611,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
679620,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
679627,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
679644,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
679686,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
679703,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
679717,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
679761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
679789,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
679796,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
679799,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
679805,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
679808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679884,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
679918,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
680066,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
680068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680074,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
680100,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
680101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680107,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
680109,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
680222,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
680286,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
680321,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
680324,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
680336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
680354,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
680459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680491,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
680502,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
680503,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
680517,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
680536,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
680549,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
680564,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
680600,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
680620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680773,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
680801,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
680802,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
680819,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
680830,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
680878,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
680906,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
680972,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
681026,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
681180,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
681321,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
681328,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
681331,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
681333,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
681366,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
681456,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
681501,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
681503,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
681681,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
681831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
681866,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
681868,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
681925,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
681926,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
681927,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
681945,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
682002,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
682067,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
682421,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
682432,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
682472,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
682614,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
682676,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
682785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682879,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
682909,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
683104,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
683111,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
683141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683292,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
683332,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
683355,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
683406,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
683495,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
683508,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
683527,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
683528,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
683540,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
683561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683589,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
683594,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
683609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683623,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
683633,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
683677,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
683703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683747,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
683806,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
683853,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
683993,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
684042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684149,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
684159,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
684163,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
684238,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
684240,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
684276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
684292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684329,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
684370,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
684391,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
684404,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
684413,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
684417,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
684424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684454,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
684459,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
684473,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
684526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684566,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
684665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684696,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
684724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684774,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
684786,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
684789,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
684791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684804,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
684836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684841,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
684852,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
684883,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
684894,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
684906,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
684910,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
684935,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
685017,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
685026,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685033,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
685070,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
685071,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
685072,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
685080,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
685084,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685098,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685141,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
685151,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
685198,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
685208,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685336,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685398,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
685470,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685486,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685518,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685680,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685731,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
685738,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685746,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
685749,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
685755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
685802,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
685803,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
685809,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
685877,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
685900,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685922,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685923,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
685934,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
685943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685978,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
685980,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
686001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
686007,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
686027,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
686042,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
686057,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686127,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
686140,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
686148,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
686206,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
686207,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
686325,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686346,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686370,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
686382,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686414,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
686515,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
686592,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686597,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
686620,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
686624,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
686628,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686631,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
686672,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
686680,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686731,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
686752,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
686841,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
686866,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
686949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
686972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
686998,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
687099,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
687196,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
687262,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
687291,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
687292,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
687293,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
687337,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
687349,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
687407,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
687408,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
687413,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
687425,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
687447,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
687458,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
687568,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
687599,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
687651,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
687691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
687720,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
687766,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
687856,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
