"participant_id","theta"
"130850",0.7431388245064
"163974",1.99744029850726
"168052",-0.129840732714167
"227411",2.09791845653839
"258059",0.7431388245064
"319886",0.0743720921287577
"321537",1.02719761847995
"324619",0.0743720921287577
"327467",0.684131898346188
"354148",2.19819626308918
"355470",1.62855821151622
"363033",0.39726349818606
"365813",-1.29396957676449
"373957",0.520193563510433
"378496",0.241778272649189
"383340",-4.34926420142569
"399550",0.907485076781865
"424204",0.797371646715838
"434201",1.25002592796077
"435008",1.34647046835388
"438966",0.269213812914051
"440657",0.0743720921287577
"456167",1.23733187579259
"457352",0.713301275183029
"465398",2.19970996862761
"465643",-0.553838378480921
"467137",2.18675815792925
"467967",1.88739276888225
"477235",-2.60096771440698
"480543",-0.78419631150352
"480705",2.11618399898516
"481898",2.19548897676277
"483241",0.591465080336255
"494007",-0.099589085716503
"494308",0.411481705491556
"499918",0.753603189555379
"511043",-0.112047063588875
"519157",0.722059746705546
"519253",1.95374249182254
"520956",-0.935800695759969
"532790",-0.115294040428098
"535993",0.586775941684451
"539295",-4.34926420142569
"541635",0.0743720921287577
"542132",0.0743720921287577
"542395",0.325066462976863
"547684",1.02770467001615
"549886",0.549231579601966
"550843",0.128987485983332
"553564",0.445119939894922
"555069",0.471970265159903
"555733",1.88794220339415
"556150",0.241778272649189
"559753",-1.59495714769389
"562792",2.03334081293719
"565952",0.586775941684451
"575447",1.71165225260436
"575764",1.02978272069489
"578593",1.00071701082119
"578640",-0.0601104181501878
"580015",2.87487911549101
"580431",1.39239861411145
"580981",2.2264572582256
"581428",1.08730940998003
"581926",-0.429762518019431
"583821",1.36482623661681
"583863",-0.88011209756235
"584737",2.18205832274569
"587432",-1.14658026703309
"587714",2.26203402808652
"590605",1.35763671351512
"591346",1.53528346626796
"591827",1.2021575154764
"595780",1.43168901644299
"599858",2.20413734688204
"601075",0.464098090548406
"601166",0.0743720921287577
"602698",0.591465080336255
"602826",-0.429762518019431
"603240",2.36165848319975
"605945",0.907485076781865
"606267",2.20251659971325
"606648",1.36482623661681
"612246",1.63037538718148
"612517",1.71272905219478
"616942",-0.269569163376435
"621361",-0.777039549690787
"621898",1.52487856040879
"621948",1.36751651037049
"622123",1.1846305171045
