theta_true,trial,seed,est,error,abs_error,rmse_contrib,se
0.0,15,126695596,-0.18448802935223663,-0.18448802935223663,0.18448802935223663,0.03403583297427172,0.2697153589453753
0.0,16,1891680326,-0.40824545925123706,-0.40824545925123706,0.40824545925123706,0.16666435499925347,0.28237553222928036
0.0,17,107690856,0.3664244019248073,0.3664244019248073,0.3664244019248073,0.13426684232595273,0.19210781557385578
0.0,18,859108878,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,19,266030536,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,20,1822260699,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,21,262165751,-0.3245704248464002,-0.3245704248464002,0.3245704248464002,0.10534596068497272,0.2788070820354885
0.0,22,678780972,0.02975108160125497,0.02975108160125497,0.02975108160125497,0.0008851268564445321,0.2456697820991362
0.0,23,1140636257,-0.19938887937663197,-0.19938887937663197,0.19938887937663197,0.039755925219069094,0.27091010593797593
0.0,24,1793114903,0.02975108160125497,0.02975108160125497,0.02975108160125497,0.0008851268564445321,0.2456697820991362
0.0,25,1960949012,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,26,873744313,-0.18448802935223663,-0.18448802935223663,0.18448802935223663,0.03403583297427172,0.2697153589453753
0.0,27,391845478,0.37799443055186815,0.37799443055186815,0.37799443055186815,0.14287978952823108,0.19048227038227766
0.0,28,355230752,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,29,2129227266,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,30,1761146132,-0.18448802935223663,-0.18448802935223663,0.18448802935223663,0.03403583297427172,0.2697153589453753
0.0,31,1889581361,-0.460425245429306,-0.460425245429306,0.460425245429306,0.2119914066286367,0.28414944262146363
0.0,32,1547613200,-0.18448802935223663,-0.18448802935223663,0.18448802935223663,0.03403583297427172,0.2697153589453753
0.0,33,693541942,-0.09362227049098334,-0.09362227049098334,0.09362227049098334,0.00876512953188685,0.26110016748332165
0.0,34,57787795,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,35,410847349,-0.17191612681710167,-0.17191612681710167,0.17191612681710167,0.029555154659793782,0.2686608852768116
0.0,36,2018854243,-0.19938887937663197,-0.19938887937663197,0.19938887937663197,0.039755925219069094,0.27091010593797593
0.0,37,1067012542,0.061558570688705384,0.061558570688705384,0.061558570688705384,0.0037894576252363375,0.24104482334608204
0.0,38,644925586,-0.3417263852926452,-0.3417263852926452,0.3417263852926452,0.1167769224051774,0.2796304183220585
0.0,39,675180284,-0.6052968280935398,-0.6052968280935398,0.6052968280935398,0.3663842501001003,0.2884325647669861
0.0,40,80074505,-0.19938887937663197,-0.19938887937663197,0.19938887937663197,0.039755925219069094,0.27091010593797593
0.0,41,65078758,0.2099294275515383,0.2099294275515383,0.2099294275515383,0.04407036455211656,0.2171241336243687
0.0,42,1007440572,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,43,198907504,-0.3207777311615583,-0.3207777311615583,0.3207777311615583,0.10289835280915696,0.2786177586620768
0.0,44,192805026,-0.19938887937663197,-0.19938887937663197,0.19938887937663197,0.039755925219069094,0.27091010593797593
0.0,45,1264911566,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,46,729955975,0.0393317726561907,0.0393317726561907,0.0393317726561907,0.0015469883402782704,0.24430193579147688
0.0,47,1361587056,0.23476071652462172,0.23476071652462172,0.23476071652462172,0.05511259402315379,0.2129540051133059
0.0,48,1913040801,0.10404446668748006,0.10404446668748006,0.10404446668748006,0.010825251048282148,0.2345234445860409
0.0,49,2075208977,0.02975108160125497,0.02975108160125497,0.02975108160125497,0.0008851268564445321,0.2456697820991362
0.5,0,1458771996,0.4868392326699641,-0.013160767330035905,0.013160767330035905,0.0001732057967153404,0.17792161679527796
