,AccountId,Score,Percentage
1171,659499,12,57.14285714
1172,659514,6,28.57142857
1173,659525,12,57.14285714
1174,659527,6,28.57142857
1176,659528,8,38.0952381
1177,659534,5,23.80952381
1178,659563,6,28.57142857
1179,659573,6,28.57142857
1180,659606,11,52.38095238
1181,659608,7,33.33333333
1182,659669,13,61.9047619
1183,659699,7,33.33333333
1184,659703,2,9.523809524
1185,659707,5,23.80952381
1186,659709,7,33.33333333
1187,659712,9,42.85714286
1188,659713,8,38.0952381
1189,659723,6,28.57142857
1190,659726,5,23.80952381
1191,659734,20,95.23809524
1192,659736,6,28.57142857
1193,659744,9,42.85714286
1194,659745,6,28.57142857
1195,659748,5,23.80952381
1196,659752,6,28.57142857
1197,659760,5,23.80952381
1198,659763,5,23.80952381
1199,659784,6,28.57142857
1200,659792,8,38.0952381
1201,659819,15,71.42857143
1202,659832,9,42.85714286
1203,659848,6,28.57142857
1205,659849,1,4.761904762
1206,659856,7,33.33333333
1207,659860,4,19.04761905
1208,659870,6,28.57142857
1209,659879,10,47.61904762
1210,659904,21,100.0
1211,659958,5,23.80952381
1212,660054,6,28.57142857
1214,660086,9,42.85714286
1215,660103,6,28.57142857
1216,660105,6,28.57142857
1217,660111,5,23.80952381
1218,660120,9,42.85714286
1219,660127,7,33.33333333
1221,660139,8,38.0952381
1223,660141,7,33.33333333
1224,660161,5,23.80952381
1225,660175,3,14.28571429
1226,660181,9,42.85714286
1227,660188,7,33.33333333
1228,660201,8,38.0952381
1229,660204,7,33.33333333
1230,660217,18,85.71428571
1231,660223,8,38.0952381
1232,660283,5,23.80952381
1233,660288,8,38.0952381
1234,660296,4,19.04761905
1235,660300,7,33.33333333
1236,660302,7,33.33333333
1237,660437,6,28.57142857
1238,660446,9,42.85714286
1239,660449,7,33.33333333
1240,660497,6,28.57142857
1241,660541,6,28.57142857
1243,660548,6,28.57142857
1244,660553,7,33.33333333
1245,660554,5,23.80952381
1246,660557,9,42.85714286
1247,660563,5,23.80952381
1248,660571,9,42.85714286
1249,660579,11,52.38095238
1250,660586,5,23.80952381
1252,660589,6,28.57142857
1253,660592,5,23.80952381
1254,660596,6,28.57142857
1255,660598,5,23.80952381
1256,660599,9,42.85714286
1258,660611,19,90.47619048
1259,660661,21,100.0
1260,660689,21,100.0
1261,660693,6,28.57142857
1262,660709,5,23.80952381
1263,660713,7,33.33333333
1264,660765,21,100.0
1266,660795,16,76.19047619
1267,660806,6,28.57142857
1268,660822,8,38.0952381
1269,660823,6,28.57142857
1270,660846,8,38.0952381
1271,660860,5,23.80952381
1272,660862,8,38.0952381
1273,660869,4,19.04761905
1274,660876,9,42.85714286
1275,660884,21,100.0
1276,660905,5,23.80952381
1277,660937,21,100.0
1278,660945,12,57.14285714
1279,660976,5,23.80952381
1281,660978,9,42.85714286
1282,660989,6,28.57142857
1283,660991,5,23.80952381
1284,660998,4,19.04761905
1285,660999,6,28.57142857
1286,661060,7,33.33333333
1287,661066,6,28.57142857
1288,661067,5,23.80952381
1289,661077,21,100.0
1290,661090,12,57.14285714
1291,661122,21,100.0
1292,661134,10,47.61904762
1293,661144,5,23.80952381
1294,661150,0,0.0
1295,661157,6,28.57142857
1296,661160,5,23.80952381
1297,661161,5,23.80952381
1298,661184,6,28.57142857
1299,661224,21,100.0
1300,661226,12,57.14285714
1301,661227,6,28.57142857
1302,661234,6,28.57142857
1303,661248,6,28.57142857
1304,661347,5,23.80952381
1305,661353,21,100.0
1306,661356,20,95.23809524
1307,661359,4,19.04761905
1308,661361,18,85.71428571
1309,661367,10,47.61904762
1310,661368,7,33.33333333
1311,661371,6,28.57142857
1312,661388,10,47.61904762
1313,661400,7,33.33333333
1314,661401,5,23.80952381
1315,661402,9,42.85714286
1316,661420,6,28.57142857
1317,661421,21,100.0
1318,661431,7,33.33333333
1319,661457,6,28.57142857
1320,661480,6,28.57142857
1321,661481,4,19.04761905
1322,661495,10,47.61904762
1323,661525,8,38.0952381
1324,661564,10,47.61904762
1325,661586,6,28.57142857
1326,661589,10,47.61904762
1327,661603,10,47.61904762
1328,661607,6,28.57142857
1329,661620,6,28.57142857
1330,661638,19,90.47619048
1331,661653,6,28.57142857
1332,661665,10,47.61904762
1333,661679,8,38.0952381
1334,661688,6,28.57142857
1335,661696,6,28.57142857
1336,661697,10,47.61904762
1337,661710,8,38.0952381
1339,661718,19,90.47619048
1340,661732,5,23.80952381
1341,661749,9,42.85714286
1342,661756,2,9.523809524
1343,661763,6,28.57142857
1344,661764,5,23.80952381
1345,661772,8,38.0952381
1346,661784,20,95.23809524
1347,661814,16,76.19047619
1348,661816,6,28.57142857
1349,661836,6,28.57142857
1350,661838,8,38.0952381
1351,661840,5,23.80952381
1355,661859,9,42.85714286
1356,661895,6,28.57142857
1357,661898,10,47.61904762
1358,661903,6,28.57142857
1359,661906,6,28.57142857
1360,661925,6,28.57142857
1361,661954,19,90.47619048
1362,661973,16,76.19047619
1363,661975,7,33.33333333
1364,661984,10,47.61904762
1365,661988,5,23.80952381
1367,662004,9,42.85714286
1368,662032,9,42.85714286
1369,662049,6,28.57142857
1370,662067,5,23.80952381
1371,662094,9,42.85714286
1372,662101,6,28.57142857
1373,662111,5,23.80952381
1374,662118,21,100.0
1375,662123,21,100.0
1376,662125,8,38.0952381
1377,662136,10,47.61904762
1378,662138,15,71.42857143
1379,662139,9,42.85714286
1380,662168,10,47.61904762
1381,662192,9,42.85714286
1382,662204,20,95.23809524
1383,662218,3,14.28571429
1384,662222,7,33.33333333
1385,662224,11,52.38095238
1386,662248,16,76.19047619
1387,662249,6,28.57142857
1388,662271,21,100.0
1389,662277,21,100.0
1390,662283,12,57.14285714
1391,662289,10,47.61904762
1392,662297,12,57.14285714
1393,662303,6,28.57142857
1394,662339,21,100.0
1395,662375,6,28.57142857
1396,662384,6,28.57142857
1397,662408,6,28.57142857
1398,662421,2,9.523809524
1399,662428,9,42.85714286
1400,662431,4,19.04761905
1401,662442,4,19.04761905
1403,662451,9,42.85714286
1404,662470,1,4.761904762
1405,662471,9,42.85714286
1406,662490,6,28.57142857
1407,662500,4,19.04761905
1408,662540,20,95.23809524
1409,662553,9,42.85714286
1410,662557,6,28.57142857
1413,662596,21,100.0
1414,662603,5,23.80952381
1415,662617,7,33.33333333
1416,662624,21,100.0
1417,662677,14,66.66666667
1418,662686,9,42.85714286
1419,662700,5,23.80952381
1420,662702,9,42.85714286
1421,662712,9,42.85714286
1422,662716,5,23.80952381
1424,662726,6,28.57142857
1425,662741,10,47.61904762
1426,662755,7,33.33333333
1427,662765,9,42.85714286
1429,662775,9,42.85714286
1430,662776,5,23.80952381
1431,662778,12,57.14285714
1432,662785,9,42.85714286
1433,662795,5,23.80952381
1436,662814,21,100.0
1437,662816,5,23.80952381
1438,662832,15,71.42857143
1439,662837,6,28.57142857
1440,662840,21,100.0
1441,662843,5,23.80952381
1442,662872,20,95.23809524
1443,662873,5,23.80952381
1445,662898,12,57.14285714
1446,662924,6,28.57142857
1447,662962,14,66.66666667
1448,662992,8,38.0952381
1449,663022,9,42.85714286
1450,663026,9,42.85714286
1451,663051,6,28.57142857
1452,663058,6,28.57142857
1453,663088,9,42.85714286
1454,663104,5,23.80952381
1455,663134,5,23.80952381
1457,663139,8,38.0952381
1458,663146,21,100.0
1459,663154,10,47.61904762
1460,663182,7,33.33333333
1461,663192,21,100.0
1462,663210,7,33.33333333
1463,663247,20,95.23809524
1464,663289,6,28.57142857
1465,663291,10,47.61904762
1466,663296,8,38.0952381
1467,663325,10,47.61904762
1468,663550,5,23.80952381
1469,663560,9,42.85714286
1470,663651,10,47.61904762
1471,663680,21,100.0
1472,663719,9,42.85714286
1473,663720,21,100.0
1474,663746,7,33.33333333
1475,663799,6,28.57142857
1476,663836,6,28.57142857
1477,663861,7,33.33333333
1479,663900,7,33.33333333
1480,663902,6,28.57142857
1481,664005,5,23.80952381
1482,664020,8,38.0952381
1483,664039,10,47.61904762
1484,664108,5,23.80952381
1486,664110,8,38.0952381
1496,664186,5,23.80952381
1497,664205,5,23.80952381
1498,664251,21,100.0
1499,664277,5,23.80952381
1500,664297,21,100.0
1501,664351,6,28.57142857
1502,664401,8,38.0952381
1503,664426,5,23.80952381
1504,664440,10,47.61904762
1505,664459,6,28.57142857
1506,664513,9,42.85714286
1507,664531,3,14.28571429
1508,664534,8,38.0952381
1509,664585,6,28.57142857
1510,664588,6,28.57142857
1511,664589,7,33.33333333
1512,664598,10,47.61904762
1513,664599,5,23.80952381
1514,664606,6,28.57142857
1516,664646,6,28.57142857
1517,664691,6,28.57142857
1518,664708,6,28.57142857
1519,664716,9,42.85714286
1520,664725,6,28.57142857
1521,664741,11,52.38095238
1522,664762,5,23.80952381
1523,664780,6,28.57142857
1524,664836,2,9.523809524
1525,664869,6,28.57142857
1527,664879,19,90.47619048
1528,664883,6,28.57142857
1529,664885,9,42.85714286
1530,664929,9,42.85714286
1531,664963,5,23.80952381
1532,664973,11,52.38095238
1533,664981,3,14.28571429
1534,665006,21,100.0
1535,665012,5,23.80952381
1536,665013,6,28.57142857
1537,665042,5,23.80952381
1538,665043,5,23.80952381
1539,665045,6,28.57142857
1540,665046,8,38.0952381
1542,665050,5,23.80952381
1543,665090,5,23.80952381
1545,665098,2,9.523809524
1546,665114,5,23.80952381
1547,665120,8,38.0952381
1548,665162,8,38.0952381
1549,665176,6,28.57142857
1550,665206,12,57.14285714
1551,665208,7,33.33333333
1552,665255,6,28.57142857
1553,665257,11,52.38095238
1554,665299,11,52.38095238
1555,665303,6,28.57142857
1556,665336,10,47.61904762
1557,665342,6,28.57142857
1558,665350,9,42.85714286
1559,665355,6,28.57142857
1560,665358,19,90.47619048
1561,665359,7,33.33333333
1562,665368,8,38.0952381
1563,665374,5,23.80952381
1564,665379,10,47.61904762
1565,665415,8,38.0952381
1566,665418,8,38.0952381
1567,665445,10,47.61904762
1569,665513,6,28.57142857
1570,665520,6,28.57142857
1572,665554,9,42.85714286
1573,665562,6,28.57142857
1574,665566,6,28.57142857
1575,665570,21,100.0
1576,665591,21,100.0
1577,665597,21,100.0
1578,665600,5,23.80952381
1579,665602,9,42.85714286
1580,665608,6,28.57142857
1581,665611,5,23.80952381
1582,665612,4,19.04761905
1583,665625,8,38.0952381
1584,665648,4,19.04761905
1585,665651,5,23.80952381
1586,665664,5,23.80952381
1587,665679,5,23.80952381
1588,665701,12,57.14285714
1589,665709,11,52.38095238
1590,665714,5,23.80952381
1591,665717,5,23.80952381
1592,665721,5,23.80952381
1593,665732,6,28.57142857
1594,665748,8,38.0952381
1595,665758,6,28.57142857
1596,665779,3,14.28571429
1597,665783,1,4.761904762
1598,665822,21,100.0
1599,665829,6,28.57142857
1600,665832,10,47.61904762
1601,665836,5,23.80952381
1602,665844,6,28.57142857
1603,665846,4,19.04761905
1604,665847,5,23.80952381
1609,665848,5,23.80952381
1610,665864,6,28.57142857
1611,665883,8,38.0952381
1612,665884,8,38.0952381
1613,665895,7,33.33333333
1614,665899,3,14.28571429
1615,665900,6,28.57142857
1616,665916,6,28.57142857
1617,665926,5,23.80952381
1618,665961,3,14.28571429
1619,666003,5,23.80952381
1620,666011,13,61.9047619
1621,666016,5,23.80952381
1622,666023,5,23.80952381
1623,666034,10,47.61904762
1624,666040,8,38.0952381
1625,666073,5,23.80952381
1626,666075,7,33.33333333
1627,666099,11,52.38095238
1628,666104,6,28.57142857
1629,666106,8,38.0952381
1630,666111,9,42.85714286
1631,666117,15,71.42857143
1632,666125,11,52.38095238
1633,666144,5,23.80952381
1634,666149,9,42.85714286
1635,666203,8,38.0952381
1636,666211,8,38.0952381
1637,666212,9,42.85714286
1638,666226,12,57.14285714
1639,666230,7,33.33333333
1640,666292,8,38.0952381
1641,666311,5,23.80952381
1643,666317,21,100.0
1644,666337,8,38.0952381
1645,666346,6,28.57142857
1646,666363,7,33.33333333
1647,666364,10,47.61904762
1648,666378,20,95.23809524
1649,666382,7,33.33333333
1650,666388,6,28.57142857
1651,666389,11,52.38095238
1652,666393,6,28.57142857
1653,666394,21,100.0
1654,666397,19,90.47619048
1655,666399,5,23.80952381
1656,666405,15,71.42857143
1657,666415,5,23.80952381
1658,666420,21,100.0
1659,666432,21,100.0
1660,666434,14,66.66666667
1661,666437,5,23.80952381
1662,666446,8,38.0952381
1663,666465,6,28.57142857
1664,666466,21,100.0
1665,666491,5,23.80952381
1666,666494,6,28.57142857
1667,666499,5,23.80952381
1668,666500,6,28.57142857
1669,666502,7,33.33333333
1670,666507,10,47.61904762
1671,666508,6,28.57142857
1672,666513,5,23.80952381
1673,666521,6,28.57142857
1674,666540,10,47.61904762
1675,666578,10,47.61904762
1676,666627,9,42.85714286
1677,666640,9,42.85714286
1678,666663,7,33.33333333
1679,666665,5,23.80952381
1680,666678,9,42.85714286
1681,666682,7,33.33333333
1682,666683,12,57.14285714
1683,666708,8,38.0952381
1684,666734,6,28.57142857
1685,666755,21,100.0
1686,666764,9,42.85714286
1687,666766,6,28.57142857
1688,666799,6,28.57142857
1689,666813,9,42.85714286
1690,666814,7,33.33333333
1691,666837,5,23.80952381
1693,666856,7,33.33333333
1694,666882,7,33.33333333
1695,666897,7,33.33333333
1696,666942,11,52.38095238
1697,666964,8,38.0952381
1698,667000,8,38.0952381
1699,667055,6,28.57142857
1703,667087,10,47.61904762
1704,667117,21,100.0
1705,667156,4,19.04761905
1706,667185,6,28.57142857
1707,667217,9,42.85714286
1708,667272,8,38.0952381
1710,667302,8,38.0952381
1711,667358,6,28.57142857
1712,667373,7,33.33333333
1714,667397,10,47.61904762
1715,667421,8,38.0952381
1716,667458,19,90.47619048
1717,667505,6,28.57142857
1718,667632,8,38.0952381
1719,667682,9,42.85714286
1720,667685,4,19.04761905
1721,667686,14,66.66666667
1722,667735,11,52.38095238
1723,667741,2,9.523809524
1726,667762,6,28.57142857
1727,667763,6,28.57142857
1728,667811,8,38.0952381
1729,667868,4,19.04761905
1730,667872,6,28.57142857
1731,668000,6,28.57142857
1732,668024,8,38.0952381
1733,668042,21,100.0
1734,668050,6,28.57142857
1735,668114,6,28.57142857
1736,668116,8,38.0952381
1737,668129,8,38.0952381
1738,668165,4,19.04761905
1739,668178,0,0.0
1740,668183,7,33.33333333
1741,668185,5,23.80952381
1742,668195,3,14.28571429
1743,668204,3,14.28571429
1744,668223,6,28.57142857
1745,668225,21,100.0
1746,668228,5,23.80952381
1747,668272,6,28.57142857
1748,668276,6,28.57142857
1749,668280,10,47.61904762
1750,668325,6,28.57142857
1751,668338,12,57.14285714
1752,668353,21,100.0
1753,668356,8,38.0952381
1754,668359,21,100.0
1755,668403,21,100.0
1757,668406,9,42.85714286
1758,668410,6,28.57142857
1759,668441,8,38.0952381
1760,668442,6,28.57142857
1761,668444,7,33.33333333
1762,668500,9,42.85714286
1763,668557,5,23.80952381
1764,668566,21,100.0
1765,668605,7,33.33333333
1766,668607,6,28.57142857
1767,668613,16,76.19047619
1768,668619,5,23.80952381
1769,668622,10,47.61904762
1771,668627,8,38.0952381
1772,668633,5,23.80952381
1773,668657,5,23.80952381
1774,668659,6,28.57142857
1775,668687,6,28.57142857
1776,668698,6,28.57142857
1777,668700,5,23.80952381
1778,668723,4,19.04761905
1779,668728,6,28.57142857
1780,668754,6,28.57142857
1781,668794,12,57.14285714
1782,668806,16,76.19047619
1783,668865,21,100.0
1784,668878,9,42.85714286
1785,668879,12,57.14285714
1786,668908,6,28.57142857
1787,668920,10,47.61904762
1788,668934,12,57.14285714
1789,668999,9,42.85714286
1790,669008,21,100.0
1791,669029,7,33.33333333
1792,669032,10,47.61904762
1793,669044,21,100.0
1794,669055,9,42.85714286
1796,669058,13,61.9047619
1797,669059,6,28.57142857
1799,669060,8,38.0952381
1800,669071,6,28.57142857
1801,669116,7,33.33333333
1802,669127,4,19.04761905
1804,669130,6,28.57142857
1805,669135,6,28.57142857
1806,669166,12,57.14285714
1807,669191,10,47.61904762
1808,669218,11,52.38095238
1809,669243,11,52.38095238
1810,669255,11,52.38095238
1811,669327,11,52.38095238
1812,669363,6,28.57142857
1813,669377,21,100.0
1814,669380,12,57.14285714
1815,669414,5,23.80952381
1816,669425,10,47.61904762
1817,669426,7,33.33333333
1818,669427,6,28.57142857
1819,669458,4,19.04761905
1820,669459,5,23.80952381
1821,669466,5,23.80952381
1822,669481,21,100.0
1823,669487,7,33.33333333
1824,669502,10,47.61904762
1825,669518,7,33.33333333
1826,669519,9,42.85714286
1827,669521,6,28.57142857
1828,669536,21,100.0
1829,669547,21,100.0
1830,669555,7,33.33333333
1831,669568,7,33.33333333
1832,669574,5,23.80952381
1833,669582,8,38.0952381
1834,669587,21,100.0
1835,669596,3,14.28571429
1836,669622,18,85.71428571
1837,669638,21,100.0
1838,669667,21,100.0
1839,669685,8,38.0952381
1840,669694,10,47.61904762
1841,669703,21,100.0
1842,669760,7,33.33333333
1843,669784,8,38.0952381
1844,669790,20,95.23809524
1845,669805,9,42.85714286
1846,669824,21,100.0
1847,669837,6,28.57142857
1848,669866,5,23.80952381
1849,669874,12,57.14285714
1850,669883,21,100.0
1851,669888,6,28.57142857
1852,669891,4,19.04761905
1853,669905,21,100.0
1856,669922,8,38.0952381
1857,669930,10,47.61904762
1858,669975,10,47.61904762
1859,669979,7,33.33333333
1860,669997,9,42.85714286
1861,670006,6,28.57142857
1862,670030,6,28.57142857
1863,670037,6,28.57142857
1864,670054,21,100.0
1865,670055,5,23.80952381
1866,670095,7,33.33333333
1867,670097,10,47.61904762
1868,670130,6,28.57142857
1869,670136,15,71.42857143
1871,670172,6,28.57142857
1872,670222,21,100.0
1873,670282,0,0.0
1874,670299,0,0.0
1875,670381,6,28.57142857
1876,670445,7,33.33333333
1877,670451,21,100.0
1878,670465,5,23.80952381
1881,670488,5,23.80952381
1882,670493,7,33.33333333
1883,670497,6,28.57142857
1884,670522,19,90.47619048
1885,670526,6,28.57142857
1886,670529,8,38.0952381
1887,670533,4,19.04761905
1888,670541,8,38.0952381
1889,670542,5,23.80952381
1890,670576,4,19.04761905
1891,670579,6,28.57142857
1892,670601,6,28.57142857
1893,670645,8,38.0952381
1894,670677,5,23.80952381
1897,670706,5,23.80952381
1898,670728,8,38.0952381
1899,670745,17,80.95238095
1900,670748,12,57.14285714
1901,670777,7,33.33333333
1902,670796,21,100.0
1903,670827,14,66.66666667
1904,670830,5,23.80952381
1905,670933,6,28.57142857
1906,671016,6,28.57142857
1907,671021,10,47.61904762
1908,671054,11,52.38095238
1909,671086,10,47.61904762
1910,671103,6,28.57142857
1911,671226,6,28.57142857
1912,671322,7,33.33333333
1913,671410,9,42.85714286
1914,671520,8,38.0952381
1915,671558,21,100.0
1916,671584,8,38.0952381
1917,671651,6,28.57142857
1918,671678,6,28.57142857
1919,671692,6,28.57142857
1920,671734,6,28.57142857
1921,671737,5,23.80952381
1922,671743,9,42.85714286
1923,671759,8,38.0952381
1924,671765,9,42.85714286
1925,671770,9,42.85714286
1926,671771,9,42.85714286
1927,671790,6,28.57142857
1928,671834,14,66.66666667
1929,671860,5,23.80952381
1930,671893,7,33.33333333
1931,671900,7,33.33333333
1932,671924,9,42.85714286
1933,672021,4,19.04761905
1934,672028,8,38.0952381
1935,672039,5,23.80952381
1936,672047,6,28.57142857
1937,672048,7,33.33333333
1938,672065,10,47.61904762
1939,672074,6,28.57142857
1940,672079,4,19.04761905
1941,672099,6,28.57142857
1942,672102,4,19.04761905
1943,672117,9,42.85714286
1944,672139,8,38.0952381
1945,672144,7,33.33333333
1946,672178,6,28.57142857
1947,672183,6,28.57142857
1948,672268,5,23.80952381
1949,672298,21,100.0
1950,672309,4,19.04761905
1951,672313,5,23.80952381
1952,672317,10,47.61904762
1953,672381,9,42.85714286
1954,672382,7,33.33333333
1955,672421,6,28.57142857
1956,672433,21,100.0
1957,672526,9,42.85714286
1958,672580,9,42.85714286
1959,672585,7,33.33333333
1960,672590,13,61.9047619
1961,672600,0,0.0
1963,672616,5,23.80952381
1964,672637,5,23.80952381
1965,672666,5,23.80952381
1966,672667,4,19.04761905
1967,672682,7,33.33333333
1969,672692,6,28.57142857
1970,672702,7,33.33333333
1971,672704,4,19.04761905
1972,672714,8,38.0952381
1973,672732,6,28.57142857
1974,672741,5,23.80952381
1975,672742,5,23.80952381
1976,672751,21,100.0
1977,672773,2,9.523809524
1978,672796,9,42.85714286
1979,672800,8,38.0952381
1980,672896,9,42.85714286
1981,672961,9,42.85714286
1982,673079,21,100.0
1983,673082,9,42.85714286
1984,673084,4,19.04761905
1986,673116,8,38.0952381
1987,673118,8,38.0952381
1988,673119,3,14.28571429
1989,673142,6,28.57142857
1990,673148,7,33.33333333
1991,673150,8,38.0952381
1992,673159,8,38.0952381
1993,673173,9,42.85714286
1994,673184,8,38.0952381
1995,673195,6,28.57142857
1996,673292,21,100.0
1997,673318,6,28.57142857
1998,673342,5,23.80952381
2000,673354,5,23.80952381
2001,673380,5,23.80952381
2002,673401,5,23.80952381
2003,673413,8,38.0952381
2004,673415,5,23.80952381
2005,673416,6,28.57142857
2006,673417,6,28.57142857
2007,673418,5,23.80952381
2008,673419,4,19.04761905
2009,673420,1,4.761904762
2010,673421,3,14.28571429
2011,673422,2,9.523809524
2012,673433,9,42.85714286
2013,673434,6,28.57142857
2014,673435,0,0.0
2015,673439,9,42.85714286
2016,673462,8,38.0952381
2017,673471,5,23.80952381
2018,673532,21,100.0
2019,673551,7,33.33333333
2020,673593,7,33.33333333
2021,673613,5,23.80952381
2023,673705,8,38.0952381
2024,673736,5,23.80952381
2026,673811,6,28.57142857
2028,673824,5,23.80952381
2029,673826,8,38.0952381
2030,673827,8,38.0952381
2031,673840,8,38.0952381
2032,673845,4,19.04761905
2034,673878,5,23.80952381
2035,673883,7,33.33333333
2036,673896,3,14.28571429
2037,673911,20,95.23809524
2038,673938,10,47.61904762
2039,674002,9,42.85714286
2040,674025,8,38.0952381
2041,674049,7,33.33333333
2042,674064,8,38.0952381
2043,674086,7,33.33333333
2044,674098,9,42.85714286
2045,674107,8,38.0952381
2046,674113,5,23.80952381
2047,674159,6,28.57142857
2048,674162,5,23.80952381
2050,674164,8,38.0952381
2051,674187,7,33.33333333
2052,674239,7,33.33333333
2053,674251,5,23.80952381
2055,674254,15,71.42857143
2056,674284,6,28.57142857
2057,674285,6,28.57142857
2058,674314,8,38.0952381
2059,674408,6,28.57142857
2060,674418,6,28.57142857
2061,674484,6,28.57142857
2062,674494,5,23.80952381
2064,674518,7,33.33333333
2065,674526,21,100.0
2066,674529,6,28.57142857
2067,674536,6,28.57142857
2068,674537,5,23.80952381
2069,674543,8,38.0952381
2070,674562,5,23.80952381
2071,674572,6,28.57142857
2072,674573,7,33.33333333
2073,674575,9,42.85714286
2074,674579,4,19.04761905
2075,674584,6,28.57142857
2076,674585,7,33.33333333
2077,674590,5,23.80952381
2078,674591,5,23.80952381
2079,674596,4,19.04761905
2080,674610,9,42.85714286
2081,674621,16,76.19047619
2082,674673,21,100.0
2083,674742,6,28.57142857
2084,674748,5,23.80952381
2085,674749,21,100.0
2086,674756,5,23.80952381
2087,674773,7,33.33333333
2088,674797,6,28.57142857
2089,674818,8,38.0952381
2090,674819,6,28.57142857
2091,674828,10,47.61904762
2092,674834,5,23.80952381
2093,674848,8,38.0952381
2094,674852,7,33.33333333
2095,674857,6,28.57142857
2096,674859,21,100.0
2097,674866,9,42.85714286
2098,674874,8,38.0952381
2099,674932,9,42.85714286
2100,674941,6,28.57142857
2101,674963,9,42.85714286
2102,674977,6,28.57142857
2103,674989,20,95.23809524
2104,674996,5,23.80952381
2105,675008,8,38.0952381
2106,675010,7,33.33333333
2107,675016,5,23.80952381
2109,675017,5,23.80952381
2110,675023,6,28.57142857
2111,675031,9,42.85714286
2112,675032,4,19.04761905
2113,675034,9,42.85714286
2114,675039,5,23.80952381
2115,675045,9,42.85714286
2116,675047,6,28.57142857
2117,675050,6,28.57142857
2118,675051,21,100.0
2119,675054,0,0.0
2125,675056,5,23.80952381
2126,675059,5,23.80952381
2127,675067,5,23.80952381
2128,675068,3,14.28571429
2129,675074,21,100.0
2130,675077,3,14.28571429
2131,675087,8,38.0952381
2132,675103,8,38.0952381
2133,675107,3,14.28571429
2134,675114,16,76.19047619
2135,675126,8,38.0952381
2136,675130,9,42.85714286
2137,675148,9,42.85714286
2138,675150,6,28.57142857
2139,675155,11,52.38095238
2140,675162,4,19.04761905
2141,675180,11,52.38095238
2142,675182,8,38.0952381
2143,675186,7,33.33333333
2144,675194,5,23.80952381
2145,675196,5,23.80952381
2146,675202,8,38.0952381
2147,675206,5,23.80952381
2148,675217,6,28.57142857
2149,675218,5,23.80952381
2151,675226,6,28.57142857
2152,675233,9,42.85714286
2153,675251,5,23.80952381
2154,675256,0,0.0
2156,675257,6,28.57142857
2157,675261,7,33.33333333
2158,675264,6,28.57142857
2159,675267,6,28.57142857
2160,675273,8,38.0952381
2161,675287,6,28.57142857
2162,675302,6,28.57142857
2163,675304,21,100.0
2164,675308,21,100.0
2165,675321,10,47.61904762
2166,675322,8,38.0952381
2167,675336,10,47.61904762
2168,675349,9,42.85714286
2169,675352,9,42.85714286
2170,675363,6,28.57142857
2171,675369,11,52.38095238
2172,675382,9,42.85714286
2173,675384,10,47.61904762
2174,675403,4,19.04761905
2175,675443,6,28.57142857
2177,675464,6,28.57142857
2178,675476,10,47.61904762
2179,675482,5,23.80952381
2180,675483,8,38.0952381
2181,675484,10,47.61904762
2182,675485,5,23.80952381
2187,675486,5,23.80952381
2188,675488,6,28.57142857
2189,675496,4,19.04761905
2192,675510,7,33.33333333
2193,675511,7,33.33333333
2194,675515,8,38.0952381
2195,675528,8,38.0952381
2196,675530,5,23.80952381
2197,675534,7,33.33333333
2198,675543,5,23.80952381
2199,675662,5,23.80952381
2200,675676,8,38.0952381
2201,675712,6,28.57142857
2202,675723,6,28.57142857
2203,675739,6,28.57142857
2204,675755,21,100.0
2205,675757,8,38.0952381
2206,675759,11,52.38095238
2207,675768,7,33.33333333
2208,675785,20,95.23809524
2209,675786,6,28.57142857
2210,675789,10,47.61904762
2211,675796,6,28.57142857
2212,675809,6,28.57142857
2213,675816,5,23.80952381
2214,675836,8,38.0952381
2215,675849,6,28.57142857
2216,675856,6,28.57142857
2217,675870,12,57.14285714
2218,675900,5,23.80952381
2219,675902,8,38.0952381
2220,675915,7,33.33333333
2221,675958,1,4.761904762
2222,675992,6,28.57142857
2223,676030,8,38.0952381
2224,676059,8,38.0952381
2225,676088,6,28.57142857
2229,676090,6,28.57142857
2249,676100,6,28.57142857
2250,676131,6,28.57142857
2251,676134,5,23.80952381
2252,676138,8,38.0952381
2253,676148,6,28.57142857
2254,676157,6,28.57142857
2255,676160,12,57.14285714
2256,676168,0,0.0
2257,676178,11,52.38095238
2259,676179,6,28.57142857
2260,676184,5,23.80952381
2261,676189,8,38.0952381
2262,676203,21,100.0
2263,676221,6,28.57142857
2264,676222,6,28.57142857
2265,676224,18,85.71428571
2266,676238,6,28.57142857
2267,676241,11,52.38095238
2268,676247,6,28.57142857
2269,676249,21,100.0
2270,676250,10,47.61904762
2271,676256,9,42.85714286
2272,676257,13,61.9047619
2273,676269,6,28.57142857
2274,676279,9,42.85714286
2275,676306,6,28.57142857
2276,676322,20,95.23809524
2277,676330,21,100.0
2278,676347,9,42.85714286
2279,676364,21,100.0
2280,676368,15,71.42857143
2281,676371,6,28.57142857
2282,676375,4,19.04761905
2284,676389,7,33.33333333
2285,676396,5,23.80952381
2287,676406,6,28.57142857
2288,676407,4,19.04761905
2289,676409,5,23.80952381
2290,676410,6,28.57142857
2291,676412,10,47.61904762
2292,676413,21,100.0
2293,676421,6,28.57142857
2294,676423,6,28.57142857
2295,676434,5,23.80952381
2296,676436,11,52.38095238
2297,676449,6,28.57142857
2298,676477,14,66.66666667
2299,676485,9,42.85714286
