,AccountId,Score,Percentage
319,689208,21,100.0
320,689214,6,28.57142857142857
321,689217,4,19.047619047619047
322,689222,9,42.857142857142854
323,689227,9,42.857142857142854
324,689250,6,28.57142857142857
325,689269,5,23.809523809523807
326,689271,21,100.0
327,689280,6,28.57142857142857
330,689299,13,61.904761904761905
331,689319,6,28.57142857142857
332,689325,5,23.809523809523807
333,689326,9,42.857142857142854
334,689353,6,28.57142857142857
335,689378,5,23.809523809523807
336,689419,21,100.0
337,689480,5,23.809523809523807
338,689503,5,23.809523809523807
339,689534,3,14.285714285714285
341,689537,8,38.095238095238095
342,689557,6,28.57142857142857
346,689585,10,47.61904761904761
347,689627,6,28.57142857142857
348,689630,7,33.33333333333333
349,689631,9,42.857142857142854
350,689641,5,23.809523809523807
351,689683,10,47.61904761904761
352,689696,11,52.38095238095239
353,689699,6,28.57142857142857
354,689709,5,23.809523809523807
355,689734,9,42.857142857142854
356,689769,8,38.095238095238095
357,689770,8,38.095238095238095
358,689782,6,28.57142857142857
359,689784,6,28.57142857142857
360,689788,5,23.809523809523807
361,689792,5,23.809523809523807
362,689814,6,28.57142857142857
363,689818,5,23.809523809523807
364,689821,20,95.23809523809523
365,689823,8,38.095238095238095
366,689839,6,28.57142857142857
367,689854,21,100.0
368,689856,9,42.857142857142854
369,689866,6,28.57142857142857
371,689903,7,33.33333333333333
372,689932,21,100.0
373,689946,21,100.0
374,689954,16,76.19047619047619
375,689960,5,23.809523809523807
376,689999,6,28.57142857142857
377,690055,6,28.57142857142857
378,690074,6,28.57142857142857
379,690096,17,80.95238095238095
380,690107,10,47.61904761904761
381,690138,5,23.809523809523807
382,690173,6,28.57142857142857
383,690178,6,28.57142857142857
384,690213,6,28.57142857142857
385,690223,0,0.0
386,690224,11,52.38095238095239
387,690226,6,28.57142857142857
388,690227,8,38.095238095238095
389,690232,4,19.047619047619047
390,690256,9,42.857142857142854
391,690265,10,47.61904761904761
392,690267,5,23.809523809523807
393,690269,5,23.809523809523807
394,690274,6,28.57142857142857
395,690299,7,33.33333333333333
396,690300,12,57.14285714285714
397,690307,7,33.33333333333333
398,690323,21,100.0
399,690333,8,38.095238095238095
400,690334,4,19.047619047619047
401,690350,21,100.0
402,690352,6,28.57142857142857
403,690365,20,95.23809523809523
404,690389,9,42.857142857142854
405,690451,5,23.809523809523807
406,690453,9,42.857142857142854
407,690463,5,23.809523809523807
408,690486,8,38.095238095238095
409,690533,7,33.33333333333333
410,690535,6,28.57142857142857
411,690547,8,38.095238095238095
413,690554,9,42.857142857142854
415,690572,8,38.095238095238095
416,690579,5,23.809523809523807
418,690584,9,42.857142857142854
419,690585,4,19.047619047619047
420,690588,9,42.857142857142854
421,690619,6,28.57142857142857
422,690630,21,100.0
423,690674,6,28.57142857142857
424,690675,11,52.38095238095239
425,690678,5,23.809523809523807
426,690700,6,28.57142857142857
427,690712,4,19.047619047619047
429,690722,6,28.57142857142857
430,690747,4,19.047619047619047
431,690763,5,23.809523809523807
432,690789,6,28.57142857142857
433,690790,4,19.047619047619047
434,690797,9,42.857142857142854
435,690818,9,42.857142857142854
436,690842,10,47.61904761904761
437,690857,16,76.19047619047619
438,690877,5,23.809523809523807
439,690889,21,100.0
440,690903,10,47.61904761904761
441,690905,9,42.857142857142854
442,690919,5,23.809523809523807
443,690926,6,28.57142857142857
444,690930,6,28.57142857142857
445,690939,8,38.095238095238095
446,690948,10,47.61904761904761
447,690957,9,42.857142857142854
448,690970,6,28.57142857142857
449,691030,5,23.809523809523807
450,691050,6,28.57142857142857
451,691055,21,100.0
452,691085,5,23.809523809523807
455,691108,9,42.857142857142854
456,691109,2,9.523809523809524
457,691121,6,28.57142857142857
458,691129,11,52.38095238095239
459,691131,5,23.809523809523807
460,691143,13,61.904761904761905
461,691153,6,28.57142857142857
462,691154,5,23.809523809523807
463,691159,20,95.23809523809523
464,691179,6,28.57142857142857
465,691190,6,28.57142857142857
466,691231,5,23.809523809523807
467,691243,6,28.57142857142857
468,691245,6,28.57142857142857
469,691247,6,28.57142857142857
470,691254,9,42.857142857142854
471,691257,5,23.809523809523807
472,691260,5,23.809523809523807
473,691262,8,38.095238095238095
474,691267,10,47.61904761904761
475,691275,7,33.33333333333333
476,691287,9,42.857142857142854
477,691308,7,33.33333333333333
478,691309,8,38.095238095238095
480,691312,3,14.285714285714285
482,691316,4,19.047619047619047
483,691324,6,28.57142857142857
484,691328,9,42.857142857142854
485,691344,5,23.809523809523807
486,691352,7,33.33333333333333
487,691356,8,38.095238095238095
488,691358,7,33.33333333333333
489,691359,12,57.14285714285714
490,691364,21,100.0
491,691366,8,38.095238095238095
493,691369,10,47.61904761904761
494,691372,21,100.0
495,691380,4,19.047619047619047
496,691381,6,28.57142857142857
497,691399,5,23.809523809523807
498,691405,6,28.57142857142857
499,691406,6,28.57142857142857
500,691420,8,38.095238095238095
501,691421,8,38.095238095238095
502,691435,10,47.61904761904761
503,691453,6,28.57142857142857
504,691459,21,100.0
505,691465,5,23.809523809523807
506,691480,5,23.809523809523807
507,691484,4,19.047619047619047
508,691501,6,28.57142857142857
509,691523,11,52.38095238095239
510,691549,21,100.0
511,691569,6,28.57142857142857
512,691581,8,38.095238095238095
513,691599,6,28.57142857142857
514,691611,6,28.57142857142857
515,691620,10,47.61904761904761
516,691623,6,28.57142857142857
517,691626,7,33.33333333333333
518,691636,9,42.857142857142854
519,691638,10,47.61904761904761
520,691648,9,42.857142857142854
521,691661,9,42.857142857142854
522,691670,6,28.57142857142857
523,691673,6,28.57142857142857
524,691674,9,42.857142857142854
525,691678,6,28.57142857142857
526,691679,5,23.809523809523807
527,691686,7,33.33333333333333
528,691734,6,28.57142857142857
529,691739,11,52.38095238095239
530,691740,5,23.809523809523807
531,691748,6,28.57142857142857
532,691749,21,100.0
533,691750,5,23.809523809523807
534,691751,21,100.0
535,691752,11,52.38095238095239
536,691753,6,28.57142857142857
537,691759,5,23.809523809523807
538,691777,6,28.57142857142857
539,691784,8,38.095238095238095
540,691802,5,23.809523809523807
541,692055,5,23.809523809523807
542,692056,11,52.38095238095239
543,692061,9,42.857142857142854
544,692065,12,57.14285714285714
545,692074,5,23.809523809523807
546,692077,6,28.57142857142857
547,692081,7,33.33333333333333
548,692095,21,100.0
549,692102,10,47.61904761904761
550,692137,9,42.857142857142854
551,692158,7,33.33333333333333
552,692168,16,76.19047619047619
553,692174,5,23.809523809523807
554,692184,20,95.23809523809523
555,692214,6,28.57142857142857
556,692233,10,47.61904761904761
557,692258,6,28.57142857142857
558,692259,7,33.33333333333333
559,692273,8,38.095238095238095
560,692280,10,47.61904761904761
561,692326,9,42.857142857142854
562,692327,9,42.857142857142854
563,692329,11,52.38095238095239
564,692331,5,23.809523809523807
565,692334,21,100.0
566,692350,15,71.42857142857143
567,692351,5,23.809523809523807
568,692362,21,100.0
569,692364,8,38.095238095238095
571,692365,5,23.809523809523807
573,692393,5,23.809523809523807
574,692414,8,38.095238095238095
575,692507,4,19.047619047619047
577,692527,6,28.57142857142857
578,692569,21,100.0
579,692597,8,38.095238095238095
580,692602,7,33.33333333333333
581,692609,6,28.57142857142857
582,692616,5,23.809523809523807
583,692624,3,14.285714285714285
584,692655,8,38.095238095238095
585,692664,8,38.095238095238095
586,692679,6,28.57142857142857
587,692697,11,52.38095238095239
588,692703,9,42.857142857142854
589,692730,6,28.57142857142857
590,692732,10,47.61904761904761
591,692741,6,28.57142857142857
592,692742,6,28.57142857142857
593,692746,6,28.57142857142857
594,692752,21,100.0
595,692759,21,100.0
596,692772,6,28.57142857142857
597,692781,10,47.61904761904761
598,692807,5,23.809523809523807
599,692808,8,38.095238095238095
600,692810,9,42.857142857142854
601,692817,17,80.95238095238095
602,692820,8,38.095238095238095
603,692823,6,28.57142857142857
604,692826,6,28.57142857142857
605,692832,21,100.0
606,692841,9,42.857142857142854
607,692842,6,28.57142857142857
608,692846,7,33.33333333333333
609,692848,9,42.857142857142854
610,692849,21,100.0
611,692852,21,100.0
612,692853,14,66.66666666666666
613,692858,5,23.809523809523807
614,692874,21,100.0
615,692877,5,23.809523809523807
616,692880,9,42.857142857142854
617,692884,8,38.095238095238095
618,692888,8,38.095238095238095
619,692895,6,28.57142857142857
620,692906,6,28.57142857142857
621,692910,7,33.33333333333333
622,692912,7,33.33333333333333
623,692914,6,28.57142857142857
624,692929,10,47.61904761904761
625,692946,9,42.857142857142854
626,692959,5,23.809523809523807
627,692974,8,38.095238095238095
628,692986,8,38.095238095238095
629,693032,21,100.0
630,693039,11,52.38095238095239
631,693041,6,28.57142857142857
632,693058,10,47.61904761904761
633,693059,7,33.33333333333333
634,693060,2,9.523809523809524
635,693061,5,23.809523809523807
637,693063,5,23.809523809523807
638,693079,6,28.57142857142857
640,693091,13,61.904761904761905
641,693093,5,23.809523809523807
642,693115,11,52.38095238095239
643,693116,6,28.57142857142857
644,693202,12,57.14285714285714
645,693284,5,23.809523809523807
646,693294,6,28.57142857142857
647,693296,12,57.14285714285714
648,693328,6,28.57142857142857
649,693330,10,47.61904761904761
650,693349,5,23.809523809523807
651,693365,6,28.57142857142857
652,693387,8,38.095238095238095
653,693412,7,33.33333333333333
654,693450,5,23.809523809523807
655,693470,7,33.33333333333333
656,693487,5,23.809523809523807
657,693490,8,38.095238095238095
658,693500,6,28.57142857142857
659,693502,6,28.57142857142857
660,693516,5,23.809523809523807
661,693518,9,42.857142857142854
662,693592,8,38.095238095238095
663,693605,11,52.38095238095239
664,693608,6,28.57142857142857
665,693619,6,28.57142857142857
666,693622,7,33.33333333333333
667,693628,10,47.61904761904761
668,693629,6,28.57142857142857
669,693639,7,33.33333333333333
670,693646,7,33.33333333333333
671,693679,6,28.57142857142857
672,693690,10,47.61904761904761
673,693707,7,33.33333333333333
674,693819,21,100.0
675,693821,5,23.809523809523807
676,693825,6,28.57142857142857
677,693826,8,38.095238095238095
678,693829,21,100.0
679,693845,6,28.57142857142857
680,693892,8,38.095238095238095
681,693905,9,42.857142857142854
682,693906,5,23.809523809523807
683,693916,8,38.095238095238095
684,693925,8,38.095238095238095
685,693936,11,52.38095238095239
686,694005,12,57.14285714285714
687,694023,5,23.809523809523807
688,694047,7,33.33333333333333
690,694095,6,28.57142857142857
691,694097,3,14.285714285714285
692,694125,6,28.57142857142857
695,694127,5,23.809523809523807
696,694142,19,90.47619047619048
697,694143,5,23.809523809523807
698,694146,6,28.57142857142857
699,694147,6,28.57142857142857
700,694150,8,38.095238095238095
701,694156,5,23.809523809523807
702,694159,9,42.857142857142854
703,694181,12,57.14285714285714
704,694186,9,42.857142857142854
705,694188,5,23.809523809523807
706,694283,4,19.047619047619047
707,694363,21,100.0
708,694398,8,38.095238095238095
709,694399,9,42.857142857142854
710,694400,9,42.857142857142854
711,694401,5,23.809523809523807
712,694402,5,23.809523809523807
713,694403,6,28.57142857142857
714,694404,5,23.809523809523807
715,694405,6,28.57142857142857
716,694406,8,38.095238095238095
717,694407,5,23.809523809523807
718,694409,7,33.33333333333333
719,694410,8,38.095238095238095
720,694411,5,23.809523809523807
721,694412,7,33.33333333333333
722,694413,5,23.809523809523807
723,694414,6,28.57142857142857
724,694415,6,28.57142857142857
725,694418,5,23.809523809523807
726,694419,6,28.57142857142857
727,694420,6,28.57142857142857
728,694422,9,42.857142857142854
729,694431,11,52.38095238095239
730,694434,6,28.57142857142857
731,694436,6,28.57142857142857
732,694452,8,38.095238095238095
733,694453,6,28.57142857142857
734,694458,5,23.809523809523807
735,694461,21,100.0
736,694476,8,38.095238095238095
737,694483,9,42.857142857142854
738,694499,21,100.0
739,694517,6,28.57142857142857
740,694529,5,23.809523809523807
741,694554,5,23.809523809523807
742,694568,0,0.0
743,694577,6,28.57142857142857
744,694583,21,100.0
745,694630,8,38.095238095238095
746,694645,6,28.57142857142857
747,694710,6,28.57142857142857
748,694780,7,33.33333333333333
749,694859,9,42.857142857142854
