participant_id,theta
299153,-0.088089178
303267,-0.377591175
326141,-0.088089178
326143,-0.377591175
334746,3.710478873
336340,1.296994659
340675,-1.320037816
346169,-0.80450048
358276,0.771485396
360360,0.118876584
365721,0.25983062
386012,-0.80450048
394127,-0.088089178
401103,1.550185107
442236,0.633809609
451458,-0.088089178
456167,-0.088089178
456517,3.209485247
459952,0.25983062
475266,-1.320037816
475578,4.570455719
501020,-0.088089178
501061,-0.377591175
502147,0.771485396
503633,-2.388823194
509128,-0.80450048
514385,-0.80450048
522616,-0.80450048
529525,-0.80450048
530230,-1.877823531
536350,0.633809609
537795,-0.80450048
542352,0.25983062
544044,0.771485396
553564,-0.377591175
554333,-1.877823531
555136,-0.80450048
556636,0.633809609
558029,-0.088089178
560397,-0.377591175
560606,-0.80450048
560668,-1.320037816
564383,-0.80450048
569301,-1.320037816
569990,-0.088089178
578659,-0.80450048
579623,-0.088089178
579627,0.25983062
579676,0.118876584
587683,1.005233908
588960,-0.088089178
590816,0.771485396
591098,-0.088089178
591380,0.25983062
593529,0.25983062
593548,-0.088089178
594805,-0.088089178
595159,2.059207188
598044,0.510344456
599858,-0.80450048
600362,1.550185107
601166,-0.088089178
601406,-1.320037816
601942,-0.377591175
602249,1.296994659
604443,0.510344456
607462,0.857437937
607756,0.118876584
608554,0.25983062
612362,1.676872398
614546,0.633809609
616942,-0.80450048
617502,1.550185107
620335,-1.320037816
623895,0.633809609
628320,0.857437937
635695,-0.80450048
635811,-0.377591175
637510,0.25983062
639088,1.550185107
639603,-0.80450048
642661,-0.377591175
648815,0.955282288
649083,0.118876584
651099,1.005233908
651565,0.25983062
652594,0.633809609
656017,-1.320037816
658976,-1.877823531
661223,1.676872398
661684,1.017999092
662712,-0.80450048
662724,-1.320037816
668623,-0.377591175
670159,-0.377591175
670383,-0.377591175
672027,-0.80450048
673007,0.771485396
674010,0.118876584
675066,1.005233908
680253,-0.377591175
680963,-1.320037816
684059,-0.088089178
684411,0.510344456
685379,1.169636246
685900,-1.320037816
686230,0.118876584
686597,-1.320037816
686606,-1.320037816
687883,-1.320037816
688584,-0.377591175
688877,0.118876584
688893,-0.088089178
689450,0.25983062
689531,0.510344456
689866,-0.088089178
689989,0.857437937
690926,-0.088089178
691267,-0.80450048
691344,0.118876584
691356,0.510344456
691359,-0.377591175
691543,-0.80450048
691560,-0.377591175
691568,-0.80450048
691582,-0.80450048
691621,0.373441982
691626,-0.80450048
691786,-0.088089178
691787,0.373441982
691788,0.373441982
691789,2.75588397
691793,-0.80450048
691797,-0.377591175
691798,0.25983062
691799,0.25983062
691804,0.118876584
691805,-0.377591175
691807,1.005233908
691809,2.059207188
691810,0.955282288
691812,-0.377591175
691815,0.118876584
691816,-0.088089178
691819,-0.377591175
691820,0.510344456
691821,-0.80450048
691822,-0.377591175
691823,-0.377591175
691825,-0.377591175
691826,2.241083843
691827,-0.377591175
691829,1.79697573
691830,-0.377591175
691831,-0.088089178
691833,-0.088089178
691834,0.955282288
691835,0.510344456
691840,-1.877823531
691841,0.633809609
691848,-1.320037816
691850,-0.377591175
691851,-0.80450048
691852,-0.80450048
691854,-0.80450048
691855,-0.377591175
691858,0.510344456
691861,-0.088089178
691862,-0.088089178
691863,-0.088089178
691864,2.75588397
691865,2.75588397
691868,1.676872398
691870,0.118876584
691871,-0.088089178
691873,1.449118083
691874,-0.377591175
691876,1.005233908
691879,0.633809609
691883,-0.377591175
691885,-0.088089178
691888,-0.377591175
691890,-1.320037816
691892,0.25983062
691894,1.169636246
691895,2.75588397
691896,0.771485396
691897,-0.80450048
691901,-1.877823531
691904,-0.088089178
691905,-0.377591175
691906,-1.320037816
691907,0.118876584
691909,1.169636246
691910,-0.088089178
691912,-0.088089178
691913,0.510344456
691914,0.373441982
691915,0.118876584
691918,0.633809609
691921,-0.80450048
691922,0.25983062
691924,0.955282288
691925,1.169636246
691926,0.771485396
691927,0.955282288
691928,-0.088089178
691929,1.169636246
691931,-1.320037816
691932,-0.377591175
691935,4.000079533
691936,-1.320037816
691938,0.118876584
691939,-1.320037816
691942,-0.80450048
691943,-0.377591175
691944,0.633809609
691945,2.241083843
691946,-0.377591175
691947,-0.377591175
691949,1.296994659
691950,-0.377591175
691953,0.633809609
691959,1.550185107
691960,0.771485396
691961,0.118876584
691963,2.75588397
691964,-0.088089178
691965,-1.320037816
691966,-1.320037816
691969,1.169636246
691970,1.169636246
691971,0.118876584
691972,-0.80450048
691977,-0.80450048
692044,0.118876584
692046,-0.377591175
692049,-0.377591175
692132,-1.320037816
692159,-0.80450048
692160,-0.088089178
692164,-0.80450048
692166,-0.377591175
692174,-0.088089178
692187,0.373441982
692191,-0.80450048
692192,-0.088089178
692198,-0.80450048
692216,0.510344456
692217,0.118876584
692220,0.857437937
692222,0.118876584
692226,-1.877823531
692227,0.25983062
692228,-0.80450048
692230,-0.377591175
692236,-0.80450048
692238,-1.877823531
692249,-1.320037816
692250,0.373441982
692253,-0.088089178
692255,-0.80450048
692260,0.857437937
692269,-1.320037816
692271,-0.80450048
692276,-1.320037816
692289,-1.877823531
692293,0.118876584
692298,-1.877823531
692300,0.118876584
692302,0.633809609
692303,-0.088089178
692304,-0.377591175
692308,1.296994659
692310,-0.088089178
692312,-0.088089178
692313,-0.80450048
692321,-0.377591175
692323,-0.377591175
692324,-1.320037816
692328,0.373441982
692329,0.373441982
692332,2.66342348
692356,0.955282288
692358,0.771485396
692359,-1.877823531
692364,-0.80450048
692367,0.118876584
692368,0.633809609
692373,-0.80450048
692374,-0.377591175
692380,1.005233908
692387,0.118876584
692426,0.25983062
692428,-2.388823194
692429,1.296994659
692430,-1.320037816
692431,0.633809609
692432,-1.877823531
692433,-0.80450048
692437,2.241083843
692438,-0.377591175
692439,-0.80450048
692440,0.510344456
692441,1.836290402
692445,0.118876584
692448,0.633809609
692453,-1.320037816
692454,0.118876584
692455,-0.80450048
692456,-0.088089178
692459,1.005233908
692460,-0.80450048
692462,-0.377591175
692463,-1.320037816
692468,0.857437937
692472,-1.320037816
692474,-0.377591175
692476,-0.80450048
692477,0.510344456
692478,0.510344456
692479,-0.377591175
692480,-0.377591175
692481,0.771485396
692498,0.373441982
692499,1.169636246
692507,-0.80450048
692602,-1.877823531
692613,-0.377591175
692624,-1.877823531
692641,1.676872398
692737,-1.320037816
692744,-1.877823531
692747,-0.377591175
692756,0.118876584
692764,0.118876584
692769,0.510344456
692771,0.857437937
692785,0.118876584
692793,-0.80450048
692808,-1.320037816
692825,0.510344456
692828,-0.088089178
692829,-0.80450048
692844,-0.80450048
692846,-1.320037816
692854,-1.877823531
692855,0.633809609
692864,-1.320037816
692868,0.633809609
692870,-0.088089178
692872,1.79697573
692875,1.169636246
692878,-0.80450048
