a,theta_true,theta_hat,rmse_overall
0.75,3.0,1.7305130338857864,0.7573683527566482
0.75,3.0,2.4687301416400746,0.7573683527566482
0.75,3.0,1.8409731087204124,0.7573683527566482
0.75,3.0,2.23040610585183,0.7573683527566482
0.75,3.0,1.967680410086007,0.7573683527566482
0.75,3.0,2.227895533426929,0.7573683527566482
0.75,3.0,2.7368288547727273,0.7573683527566482
0.75,3.0,1.7267519417518222,0.7573683527566482
1.0,-3.0,-2.249402330155031,0.6189516145188398
1.0,-3.0,-2.5103728655668416,0.6189516145188398
1.0,-3.0,-2.784325937898788,0.6189516145188398
1.0,-3.0,-2.7847479488506606,0.6189516145188398
1.0,-3.0,-1.752323666964931,0.6189516145188398
1.0,-3.0,-2.249402330155031,0.6189516145188398
1.0,-3.0,-2.2534331119193123,0.6189516145188398
1.0,-3.0,-1.757244068113243,0.6189516145188398
1.0,-3.0,-2.254881854559768,0.6189516145188398
1.0,-3.0,-1.52330165645696,0.6189516145188398
1.0,-3.0,-2.2482254390930505,0.6189516145188398
1.0,-3.0,-1.998172728940838,0.6189516145188398
1.0,-3.0,-2.7855037945549403,0.6189516145188398
1.0,-3.0,-2.2379589715083585,0.6189516145188398
1.0,-3.0,-2.254881854559767,0.6189516145188398
1.0,-3.0,-2.2516325851793573,0.6189516145188398
1.0,-3.0,-1.638807620723888,0.6189516145188398
1.0,-3.0,-2.6790987309442795,0.6189516145188398
1.0,-3.0,-1.7619509010860372,0.6189516145188398
1.0,-3.0,-2.5150107939377655,0.6189516145188398
1.0,-3.0,-2.2548818545597658,0.6189516145188398
1.0,-3.0,-1.6060984350149257,0.6189516145188398
1.0,-3.0,-2.24060276634963,0.6189516145188398
1.0,-3.0,-3.04324421265917,0.6189516145188398
1.0,-3.0,-1.9815287764433913,0.6189516145188398
1.0,-3.0,-1.7540558867409102,0.6189516145188398
1.0,-3.0,-2.5159636300901713,0.6189516145188398
1.0,-3.0,-2.5150107939377566,0.6189516145188398
1.0,-3.0,-1.761950901086042,0.6189516145188398
1.0,-3.0,-1.5139041095294559,0.6189516145188398
1.0,-3.0,-2.513530569336341,0.6189516145188398
1.0,-3.0,-1.989641044473147,0.6189516145188398
1.0,-3.0,-2.246758941078331,0.6189516145188398
1.0,-3.0,-2.5171490093319666,0.6189516145188398
1.0,-3.0,-2.243994822271642,0.6189516145188398
1.0,-3.0,-2.000346965587245,0.6189516145188398
1.0,-3.0,-2.4938136886688023,0.6189516145188398
1.0,-3.0,-2.66384258289274,0.6189516145188398
1.0,-3.0,-2.785503794554941,0.6189516145188398
1.0,-3.0,-2.1075786186333856,0.6189516145188398
1.0,-3.0,-2.7843259378987875,0.6189516145188398
1.0,-3.0,-2.5104927803550092,0.6189516145188398
1.0,-3.0,-2.0017645665120076,0.6189516145188398
1.0,-3.0,-2.7855037945549403,0.6189516145188398
1.0,-3.0,-2.5171490093319666,0.6189516145188398
1.0,-3.0,-2.7787657345998253,0.6189516145188398
1.0,-3.0,-1.2961679913597015,0.6189516145188398
1.0,-3.0,-2.252264867831194,0.6189516145188398
1.0,-3.0,-2.248225439093051,0.6189516145188398
1.0,-3.0,-2.0035157176973115,0.6189516145188398
1.0,-2.5,-1.7555216605768016,0.6189516145188398
1.0,-2.5,-1.9995959690628369,0.6189516145188398
1.0,-2.5,-2.5103728655668442,0.6189516145188398
1.0,-2.5,-1.5253717292930224,0.6189516145188398
1.0,-2.5,-1.6040890127643455,0.6189516145188398
1.0,-2.5,-2.001764566512006,0.6189516145188398
1.0,-2.5,-1.0539021555932646,0.6189516145188398
1.0,-2.5,-2.0017645665120054,0.6189516145188398
1.0,-2.5,-1.5253717292930227,0.6189516145188398
1.0,-2.5,-2.2454685097402005,0.6189516145188398
1.0,-2.5,-2.254881854559766,0.6189516145188398
1.0,-2.5,-2.2516325851793533,0.6189516145188398
1.0,-2.5,-1.9995959690628373,0.6189516145188398
1.0,-2.5,-1.5955666926101417,0.6189516145188398
1.0,-2.5,-2.000346965587245,0.6189516145188398
1.0,-2.5,-2.5171490093319666,0.6189516145188398
1.0,-2.5,-2.782857237338534,0.6189516145188398
1.0,-2.5,-1.0592256179499298,0.6189516145188398
1.0,-2.5,-2.2454685097402005,0.6189516145188398
1.0,-2.5,-2.2494023301550303,0.6189516145188398
1.0,-2.5,-1.1168558768141366,0.6189516145188398
1.0,-2.5,-1.9922023201873766,0.6189516145188398
1.0,-2.5,-1.8299518805093729,0.6189516145188398
1.0,-2.5,-2.252264867831194,0.6189516145188398
1.0,-2.5,-1.51390410952946,0.6189516145188398
1.0,-2.5,-2.5150107939377566,0.6189516145188398
1.0,-2.5,-1.7598431128225034,0.6189516145188398
1.0,-2.5,-1.5253717292930218,0.6189516145188398
1.0,-2.5,-1.5201850921616593,0.6189516145188398
1.0,-2.5,-1.518481935121323,0.6189516145188398
1.0,-2.5,-1.8282740449497465,0.6189516145188398
1.0,-2.5,-1.5861926605730314,0.6189516145188398
1.0,-2.5,-2.2534331119193123,0.6189516145188398
1.0,-2.5,-1.4997663909886865,0.6189516145188398
1.0,-2.5,-2.2548818545597666,0.6189516145188398
1.0,-2.5,-2.5159636300901713,0.6189516145188398
1.0,-2.5,-2.5159636300901713,0.6189516145188398
1.0,-2.5,-1.5222667370238172,0.6189516145188398
1.0,-2.5,-2.253433111919315,0.6189516145188398
1.0,-2.5,-1.7598431128225043,0.6189516145188398
1.0,-2.5,-1.7581288243233986,0.6189516145188398
1.0,-2.5,-1.2899559543434322,0.6189516145188398
1.0,-2.5,-1.743712058170104,0.6189516145188398
1.0,-2.5,-2.001764566512008,0.6189516145188398
1.0,-2.5,-1.513904109529458,0.6189516145188398
1.0,-2.5,-2.2522648678311943,0.6189516145188398
1.0,-2.5,-1.999595969062837,0.6189516145188398
1.0,-2.5,-1.99959596906284,0.6189516145188398
1.0,-2.5,-2.0017645665120054,0.6189516145188398
1.0,-2.5,-2.254881854559766,0.6189516145188398
1.0,-2.0,-1.3587231956624677,0.6189516145188398
1.0,-2.0,-1.053902155593266,0.6189516145188398
1.0,-2.0,-1.7598431128225038,0.6189516145188398
1.0,-2.0,-1.2868726541561069,0.6189516145188398
1.0,-2.0,-1.7572440681132455,0.6189516145188398
1.0,-2.0,-1.5279028573397384,0.6189516145188398
1.0,-2.0,-2.0035157176973115,0.6189516145188398
1.0,-2.0,-1.5233016564569577,0.6189516145188398
1.0,-2.0,-1.7598431128225034,0.6189516145188398
1.0,-2.0,-2.251632585179353,0.6189516145188398
1.0,-2.0,-0.8821848363808236,0.6189516145188398
1.0,-2.0,-1.761950901086037,0.6189516145188398
1.0,-2.0,-1.2731249436675853,0.6189516145188398
1.0,-2.0,-1.7523236669649305,0.6189516145188398
1.0,-2.0,-1.7540558867409095,0.6189516145188398
1.0,-2.0,-2.242085145279976,0.6189516145188398
1.0,-2.0,-1.0659562444236206,0.6189516145188398
1.0,-2.0,-0.8426189553249736,0.6189516145188398
1.0,-2.0,-1.341550740646868,0.6189516145188398
1.0,-2.0,-1.5184819351213175,0.6189516145188398
1.0,-2.0,-1.8299518805093733,0.6189516145188398
1.0,-2.0,-1.5841725291367879,0.6189516145188398
1.0,-2.0,-0.9426789788037763,0.6189516145188398
1.0,-2.0,-1.7581288243233975,0.6189516145188398
1.0,-2.0,-1.6176861542488168,0.6189516145188398
1.0,-2.0,-2.001764566512005,0.6189516145188398
1.0,-2.0,-1.2961679913597037,0.6189516145188398
1.0,-2.0,-1.2961679913597024,0.6189516145188398
1.0,-2.0,-1.8755922435916998,0.6189516145188398
1.0,-2.0,-1.3505978008110788,0.6189516145188398
1.0,-2.0,-1.7523236669649314,0.6189516145188398
1.0,-2.0,-1.7484259092224228,0.6189516145188398
1.0,-2.0,-1.999595969062837,0.6189516145188398
1.0,-2.0,-1.5253717292930231,0.6189516145188398
1.0,-2.0,-1.073975533105798,0.6189516145188398
1.0,-2.0,-1.2868726541561053,0.6189516145188398
1.0,-2.0,-1.0606909493770533,0.6189516145188398
1.0,-2.0,-1.7598431128225034,0.6189516145188398
1.0,-2.0,-1.2961679913597026,0.6189516145188398
1.0,-2.0,-1.5201850921616598,0.6189516145188398
1.0,-2.0,-1.296167991359702,0.6189516145188398
1.0,-2.0,-1.2800769019154845,0.6189516145188398
1.0,-2.0,-1.358592663877776,0.6189516145188398
1.0,-2.0,-1.296167991359702,0.6189516145188398
1.0,-2.0,-0.8276669607528095,0.6189516145188398
1.0,-2.0,-1.2992014903980822,0.6189516145188398
1.0,-2.0,-2.003515717697315,0.6189516145188398
1.0,-2.0,-1.5253717292930227,0.6189516145188398
1.0,-2.0,-0.6886199058648228,0.6189516145188398
1.0,-2.0,-0.649189367909396,0.6189516145188398
1.0,-1.5,-1.065956244423621,0.6189516145188398
1.0,-1.5,-2.254881854559771,0.6189516145188398
1.0,-1.5,-1.2992014903980822,0.6189516145188398
1.0,-1.5,-1.0066336060174308,0.6189516145188398
1.0,-1.5,-1.522266737023818,0.6189516145188398
1.0,-1.5,-1.070347289394955,0.6189516145188398
1.0,-1.5,-0.9006903307956549,0.6189516145188398
1.0,-1.5,-1.5184819351213177,0.6189516145188398
1.0,-1.5,-1.5222667370238177,0.6189516145188398
1.0,-1.5,-0.31911297818959167,0.6189516145188398
1.0,-1.5,-1.527902857339741,0.6189516145188398
1.0,-1.5,-1.5910620533497313,0.6189516145188398
1.0,-1.5,-0.8505743377802354,0.6189516145188398
1.0,-1.5,-0.44823426132358596,0.6189516145188398
1.0,-1.5,-1.3756107545660332,0.6189516145188398
1.0,-1.5,-1.7555216605768016,0.6189516145188398
1.0,-1.5,-1.2936706428709568,0.6189516145188398
1.0,-1.5,-1.0739755331058007,0.6189516145188398
1.0,-1.5,-0.6712785753893774,0.6189516145188398
1.0,-1.5,-0.6712785753893777,0.6189516145188398
1.0,-1.5,-0.6223094807297016,0.6189516145188398
1.0,-1.5,-2.0017645665120063,0.6189516145188398
1.0,-1.5,-0.6760999941800515,0.6189516145188398
1.0,-1.5,-0.9165859822059201,0.6189516145188398
1.0,-1.5,-1.5279028573397395,0.6189516145188398
1.0,-1.5,-1.2854623099539797,0.6189516145188398
1.0,-1.5,-1.073975533105798,0.6189516145188398
1.0,-1.5,-1.5279028573397397,0.6189516145188398
1.0,-1.5,-0.9006903307956569,0.6189516145188398
1.0,-1.5,-1.2936706428709566,0.6189516145188398
1.0,-1.5,-1.0606909493770535,0.6189516145188398
1.0,-1.5,-1.05922561794993,0.6189516145188398
1.0,-1.5,-1.2688402695505852,0.6189516145188398
1.0,-1.5,-1.1208373330887107,0.6189516145188398
1.0,-1.5,-1.165789695598006,0.6189516145188398
1.0,-1.5,-0.8462444614802472,0.6189516145188398
1.0,-1.5,-1.2992014903980817,0.6189516145188398
1.0,-1.5,-0.8426189553249743,0.6189516145188398
1.0,-1.5,-1.9790041438837516,0.6189516145188398
1.0,-1.5,-0.9006903307956569,0.6189516145188398
1.0,-1.5,-0.8410499380338422,0.6189516145188398
1.0,-1.5,-1.7619509010860375,0.6189516145188398
1.0,-1.5,-2.243274864254701,0.6189516145188398
1.0,-1.5,-0.0940447928156858,0.6189516145188398
1.0,-1.5,-0.8505743377802361,0.6189516145188398
1.0,-1.5,-1.2762757548968418,0.6189516145188398
1.0,-1.5,-1.5163864410589034,0.6189516145188398
1.0,-1.5,-0.671278575389375,0.6189516145188398
1.0,-1.5,-0.7160647268802061,0.6189516145188398
1.0,-1.5,-1.2899559543434262,0.6189516145188398
1.0,-1.0,-0.4522806628449233,0.6189516145188398
1.0,-1.0,-0.8505743377802342,0.6189516145188398
1.0,-1.0,-0.6760999941800522,0.6189516145188398
1.0,-1.0,-1.0703472893949544,0.6189516145188398
1.0,-1.0,-0.6776928303316399,0.6189516145188398
1.0,-1.0,-0.08508644728832242,0.6189516145188398
1.0,-1.0,-0.8505743377802361,0.6189516145188398
1.0,-1.0,-0.8373932459903224,0.6189516145188398
1.0,-1.0,-0.6621221963040327,0.6189516145188398
1.0,-1.0,-0.3180299232044126,0.6189516145188398
1.0,-1.0,-1.2936706428709568,0.6189516145188398
1.0,-1.0,-0.9006903307956562,0.6189516145188398
1.0,-1.0,-0.44823426132358474,0.6189516145188398
1.0,-1.0,-1.073975533105798,0.6189516145188398
1.0,-1.0,-1.5222667370238179,0.6189516145188398
1.0,-1.0,-0.7880122624983459,0.6189516145188398
1.0,-1.0,-0.6712785753893774,0.6189516145188398
1.0,-1.0,-0.25852494201112913,0.6189516145188398
1.0,-1.0,-0.6776928303316401,0.6189516145188398
1.0,-1.0,-0.8410499380338416,0.6189516145188398
1.0,-1.0,-0.2689590186881817,0.6189516145188398
1.0,-1.0,-0.8311937100683813,0.6189516145188398
1.0,-1.0,-1.0629232015715642,0.6189516145188398
1.0,-1.0,-1.0629232015715635,0.6189516145188398
1.0,-1.0,-0.8505743377802369,0.6189516145188398
1.0,-1.0,-0.667120896915858,0.6189516145188398
1.0,-1.0,-0.6712785753893771,0.6189516145188398
1.0,-1.0,-0.41328450596640426,0.6189516145188398
1.0,-1.0,-0.44823426132358485,0.6189516145188398
1.0,-1.0,-0.2689590186881821,0.6189516145188398
1.0,-1.0,-0.8949620614592915,0.6189516145188398
1.0,-1.0,-0.6712785753893776,0.6189516145188398
1.0,-1.0,-1.0739755331057972,0.6189516145188398
1.0,-1.0,-0.44823426132358474,0.6189516145188398
1.0,-1.0,-0.6712785753893783,0.6189516145188398
1.0,-1.0,-1.060690949377053,0.6189516145188398
1.0,-1.0,-1.1276192389278576,0.6189516145188398
1.0,-1.0,-0.8426189553249741,0.6189516145188398
1.0,-1.0,-0.6161903787932478,0.6189516145188398
1.0,-1.0,-1.270529735053224,0.6189516145188398
1.0,-1.0,-0.045378716450629325,0.6189516145188398
1.0,-1.0,-1.4894595205014076,0.6189516145188398
1.0,-1.0,-1.120837333088709,0.6189516145188398
1.0,-1.0,-0.26420169908946417,0.6189516145188398
1.0,-1.0,-0.15775005719214638,0.6189516145188398
1.0,-1.0,-0.4628726185080311,0.6189516145188398
1.0,-1.0,-0.8410499380338419,0.6189516145188398
1.0,-1.0,-0.09473712032826075,0.6189516145188398
1.0,-1.0,-0.8140099298841625,0.6189516145188398
1.0,-1.0,-0.8949620614592926,0.6189516145188398
1.0,-0.5,-0.32422540595150634,0.6189516145188398
1.0,-0.5,-1.057631410024489,0.6189516145188398
1.0,-0.5,-0.3128072750981286,0.6189516145188398
1.0,-0.5,-0.4920166842429023,0.6189516145188398
1.0,-0.5,-0.28425503418700204,0.6189516145188398
1.0,-0.5,-0.268959018688182,0.6189516145188398
1.0,-0.5,0.2689590186881829,0.6189516145188398
1.0,-0.5,-0.3180299232044123,0.6189516145188398
1.0,-0.5,-0.832968178722333,0.6189516145188398
1.0,-0.5,-0.4482342613235855,0.6189516145188398
1.0,-0.5,-0.08965608014875898,0.6189516145188398
1.0,-0.5,0.04537871645062986,0.6189516145188398
1.0,-0.5,-0.4970351109159358,0.6189516145188398
1.0,-0.5,-0.3128072750981292,0.6189516145188398
1.0,-0.5,-0.13910340507101773,0.6189516145188398
1.0,-0.5,-0.22431694794084714,0.6189516145188398
1.0,-0.5,-0.6274632418304875,0.6189516145188398
1.0,-0.5,-1.7619509010860384,0.6189516145188398
1.0,-0.5,-0.6712785753893784,0.6189516145188398
1.0,-0.5,-0.31280727509812833,0.6189516145188398
1.0,-0.5,-0.324225405951509,0.6189516145188398
1.0,-0.5,-0.2913183552636219,0.6189516145188398
1.0,-0.5,-0.08508644728832233,0.6189516145188398
1.0,-0.5,-0.27317338501548366,0.6189516145188398
1.0,-0.5,0.3286925166179155,0.6189516145188398
1.0,-0.5,-1.0659562444236212,0.6189516145188398
1.0,-0.5,-0.26895901868818134,0.6189516145188398
1.0,-0.5,-0.6760999941800515,0.6189516145188398
1.0,-0.5,-0.6667452053491609,0.6189516145188398
1.0,-0.5,-0.8462444614802471,0.6189516145188398
1.0,-0.5,-0.6274632418304856,0.6189516145188398
1.0,-0.5,-0.6818485929463909,0.6189516145188398
1.0,-0.5,0.09404479281568552,0.6189516145188398
1.0,-0.5,-0.1391034050710164,0.6189516145188398
1.0,-0.5,-0.26895901868818256,0.6189516145188398
1.0,-0.5,-0.4521099778658286,0.6189516145188398
1.0,-0.5,0.08965608014875995,0.6189516145188398
1.0,-0.5,-0.6760999941800508,0.6189516145188398
1.0,-0.5,-0.6621221963040332,0.6189516145188398
1.0,-0.5,-0.1391034050710178,0.6189516145188398
1.0,-0.5,0.07315842973370468,0.6189516145188398
1.0,-0.5,-0.33147951647412394,0.6189516145188398
1.0,-0.5,0.03972523451848491,0.6189516145188398
1.0,-0.5,-1.2879952667218075,0.6189516145188398
1.0,-0.5,-0.7160647268802045,0.6189516145188398
1.0,-0.5,-0.4331683493942492,0.6189516145188398
1.0,-0.5,-0.2689590186881819,0.6189516145188398
1.0,-0.5,-0.4571523454740064,0.6189516145188398
1.0,-0.5,-0.6274632418304872,0.6189516145188398
1.0,-0.5,-0.13366913356767227,0.6189516145188398
1.0,0.0,-0.06562132413771153,0.6189516145188398
1.0,0.0,-0.08965608014875824,0.6189516145188398
1.0,0.0,-0.0850864472883235,0.6189516145188398
1.0,0.0,-0.43738776451228933,0.6189516145188398
1.0,0.0,0.33147951647412754,0.6189516145188398
1.0,0.0,-0.6223094807297012,0.6189516145188398
1.0,0.0,-0.1336691335676731,0.6189516145188398
1.0,0.0,0.1336691335676726,0.6189516145188398
1.0,0.0,-0.2642016990894639,0.6189516145188398
1.0,0.0,0.27317338501548455,0.6189516145188398
1.0,0.0,0.27347955423827147,0.6189516145188398
1.0,0.0,-0.08508644728832408,0.6189516145188398
1.0,0.0,-0.264201699089465,0.6189516145188398
1.0,0.0,0.4258988272206418,0.6189516145188398
1.0,0.0,0.13366913356767318,0.6189516145188398
1.0,0.0,0.45228066284492446,0.6189516145188398
1.0,0.0,-0.11284138149335712,0.6189516145188398
1.0,0.0,-0.09930602045133671,0.6189516145188398
1.0,0.0,-0.15303669510424678,0.6189516145188398
1.0,0.0,0.13366913356767293,0.6189516145188398
1.0,0.0,0.4522806628449215,0.6189516145188398
1.0,0.0,0.3224539717048621,0.6189516145188398
1.0,0.0,0.0850864472883234,0.6189516145188398
1.0,0.0,0.27317338501548366,0.6189516145188398
1.0,0.0,0.45220009552214424,0.6189516145188398
1.0,0.0,-0.4522000955221452,0.6189516145188398
1.0,0.0,-0.3128072750981274,0.6189516145188398
1.0,0.0,0.08965608014876084,0.6189516145188398
1.0,0.0,0.2782366493114273,0.6189516145188398
1.0,0.0,0.23515350220233333,0.6189516145188398
1.0,0.0,0.43910223688357186,0.6189516145188398
1.0,0.0,-0.6274632418304867,0.6189516145188398
1.0,0.0,0.09930602045133892,0.6189516145188398
1.0,0.0,-0.44732816138076686,0.6189516145188398
1.0,0.0,0.07962075827523264,0.6189516145188398
1.0,0.0,0.26420169908946367,0.6189516145188398
1.0,0.0,-0.07962075827523195,0.6189516145188398
1.0,0.0,-0.1455326382373987,0.6189516145188398
1.0,0.0,-0.2642016990894635,0.6189516145188398
1.0,0.0,-0.21843648799092727,0.6189516145188398
1.0,0.0,-0.8914800077546534,0.6189516145188398
1.0,0.0,0.11284138149335692,0.6189516145188398
1.0,0.0,0.25852494201113113,0.6189516145188398
1.0,0.0,0.04537871645062985,0.6189516145188398
1.0,0.0,-0.07962075827523213,0.6189516145188398
1.0,0.0,-0.08965608014875974,0.6189516145188398
1.0,0.0,0.6274632418304865,0.6189516145188398
1.0,0.0,0.3242254059515088,0.6189516145188398
1.0,0.0,0.8348861819470939,0.6189516145188398
1.0,0.0,-0.6117864679144526,0.6189516145188398
1.0,0.5,0.7160647268802056,0.6189516145188398
1.0,0.5,0.3128072750981267,0.6189516145188398
1.0,0.5,0.7160647268802054,0.6189516145188398
1.0,0.5,1.7572440681132395,0.6189516145188398
1.0,0.5,0.3128072750981277,0.6189516145188398
1.0,0.5,0.09404479281568562,0.6189516145188398
1.0,0.5,0.6161903787932478,0.6189516145188398
1.0,0.5,0.447328161380769,0.6189516145188398
1.0,0.5,0.32869251661791593,0.6189516145188398
1.0,0.5,0.6712785753893783,0.6189516145188398
1.0,0.5,0.6223094807297018,0.6189516145188398
1.0,0.5,0.26420169908946484,0.6189516145188398
1.0,0.5,0.4432822960689903,0.6189516145188398
1.0,0.5,0.8505743377802357,0.6189516145188398
1.0,0.5,0.12124966546144193,0.6189516145188398
1.0,0.5,1.527902857339742,0.6189516145188398
1.0,0.5,0.5613659619290317,0.6189516145188398
1.0,0.5,0.13366913356767166,0.6189516145188398
1.0,0.5,0.6223094807297019,0.6189516145188398
1.0,0.5,0.4473281613807685,0.6189516145188398
1.0,0.5,0.26895901868818234,0.6189516145188398
1.0,0.5,0.2689590186881815,0.6189516145188398
1.0,0.5,0.09930602045133721,0.6189516145188398
1.0,0.5,0.9497262875269948,0.6189516145188398
1.0,0.5,-0.2842550341870022,0.6189516145188398
1.0,0.5,0.4391022368835721,0.6189516145188398
1.0,0.5,0.016414425543498604,0.6189516145188398
1.0,0.5,0.8426189553249737,0.6189516145188398
1.0,0.5,0.8373932459903233,0.6189516145188398
1.0,0.5,0.26895901868818234,0.6189516145188398
1.0,0.5,0.03972523451848473,0.6189516145188398
1.0,0.5,0.7160647268802058,0.6189516145188398
1.0,0.5,0.44823426132358546,0.6189516145188398
1.0,0.5,0.3180299232044131,0.6189516145188398
1.0,0.5,-0.22431694794084925,0.6189516145188398
1.0,0.5,1.0739755331057985,0.6189516145188398
1.0,0.5,-0.016414425543497455,0.6189516145188398
1.0,0.5,0.8426189553249744,0.6189516145188398
1.0,0.5,0.447328161380769,0.6189516145188398
1.0,0.5,0.31280727509812817,0.6189516145188398
1.0,0.5,0.45715234547400885,0.6189516145188398
1.0,0.5,0.6760999941800513,0.6189516145188398
1.0,0.5,-0.2243169479408485,0.6189516145188398
1.0,0.5,-0.04537871645062917,0.6189516145188398
1.0,0.5,0.8505743377802357,0.6189516145188398
1.0,0.5,0.033055294227370406,0.6189516145188398
1.0,0.5,-0.44823426132358496,0.6189516145188398
1.0,0.5,1.1546544990823713,0.6189516145188398
1.0,0.5,0.3128072750981283,0.6189516145188398
1.0,0.5,0.49201668424290257,0.6189516145188398
1.0,1.0,0.6760999941800515,0.6189516145188398
1.0,1.0,1.0659562444236215,0.6189516145188398
1.0,1.0,0.8972096045940058,0.6189516145188398
1.0,1.0,1.2936706428709577,0.6189516145188398
1.0,1.0,0.4482342613235839,0.6189516145188398
1.0,1.0,1.0544469097793,0.6189516145188398
1.0,1.0,0.722022602677279,0.6189516145188398
1.0,1.0,0.2642016990894645,0.6189516145188398
1.0,1.0,1.1208373330887094,0.6189516145188398
1.0,1.0,0.67769283033164,0.6189516145188398
1.0,1.0,0.8929886699631309,0.6189516145188398
1.0,1.0,1.5233016564569584,0.6189516145188398
1.0,1.0,1.0739755331058007,0.6189516145188398
1.0,1.0,1.5163864410589039,0.6189516145188398
1.0,1.0,1.0659562444236217,0.6189516145188398
1.0,1.0,0.3444127852983152,0.6189516145188398
1.0,1.0,0.6621221963040339,0.6189516145188398
1.0,1.0,-0.13366913356767207,0.6189516145188398
1.0,1.0,1.2924696153337374,0.6189516145188398
1.0,1.0,1.287995266721807,0.6189516145188398
1.0,1.0,0.8410499380338425,0.6189516145188398
1.0,1.0,0.4522806628449231,0.6189516145188398
1.0,1.0,0.07962075827523345,0.6189516145188398
1.0,1.0,0.627463241830488,0.6189516145188398
1.0,1.0,0.4920166842429032,0.6189516145188398
1.0,1.0,1.0739755331057983,0.6189516145188398
1.0,1.0,0.819339368614271,0.6189516145188398
1.0,1.0,1.1276192389278579,0.6189516145188398
1.0,1.0,0.627463241830487,0.6189516145188398
1.0,1.0,1.5279028573397402,0.6189516145188398
1.0,1.0,0.5030037400674583,0.6189516145188398
1.0,1.0,0.8329681787223328,0.6189516145188398
1.0,1.0,0.501274925710742,0.6189516145188398
1.0,1.0,0.44823426132358507,0.6189516145188398
1.0,1.0,0.8505743377802353,0.6189516145188398
1.0,1.0,0.2684157438419301,0.6189516145188398
1.0,1.0,0.7160647268802055,0.6189516145188398
1.0,1.0,0.7160647268802054,0.6189516145188398
1.0,1.0,0.4391022368835722,0.6189516145188398
1.0,1.0,1.523301656456958,0.6189516145188398
1.0,1.0,0.941930992850402,0.6189516145188398
1.0,1.0,0.6760999941800537,0.6189516145188398
1.0,1.0,1.110067892957774,0.6189516145188398
1.0,1.0,0.6223094807297017,0.6189516145188398
1.0,1.0,0.43045807882251147,0.6189516145188398
1.0,1.0,0.25852494201113185,0.6189516145188398
1.0,1.0,0.8949620614592915,0.6189516145188398
1.0,1.0,1.0576314100244908,0.6189516145188398
1.0,1.0,0.44823426132358546,0.6189516145188398
1.0,1.0,-0.08508644728832199,0.6189516145188398
1.0,1.5,1.2899559543434271,0.6189516145188398
1.0,1.5,1.511792240863235,0.6189516145188398
1.0,1.5,1.5201850921616606,0.6189516145188398
1.0,1.5,0.8426189553249744,0.6189516145188398
1.0,1.5,1.5139041095294554,0.6189516145188398
1.0,1.5,1.2961679913597073,0.6189516145188398
1.0,1.5,0.6274632418304888,0.6189516145188398
1.0,1.5,0.6726944151893668,0.6189516145188398
1.0,1.5,0.8462444614802478,0.6189516145188398
1.0,1.5,0.9497262875269943,0.6189516145188398
1.0,1.5,0.8949620614592926,0.6189516145188398
1.0,1.5,1.2961679913597028,0.6189516145188398
1.0,1.5,0.4774802017700805,0.6189516145188398
1.0,1.5,0.850574337780237,0.6189516145188398
1.0,1.5,1.1208373330887091,0.6189516145188398
1.0,1.5,0.6621221963040334,0.6189516145188398
1.0,1.5,0.8949620614592916,0.6189516145188398
1.0,1.5,1.7619509010860375,0.6189516145188398
1.0,1.5,1.1276192389278588,0.6189516145188398
1.0,1.5,1.5163864410589052,0.6189516145188398
1.0,1.5,1.0606909493770535,0.6189516145188398
1.0,1.5,0.6760999941800514,0.6189516145188398
1.0,1.5,0.6671208969158583,0.6189516145188398
1.0,1.5,1.0703472893949553,0.6189516145188398
1.0,1.5,0.6274632418304875,0.6189516145188398
1.0,1.5,1.0673369608009373,0.6189516145188398
1.0,1.5,1.28546230995398,0.6189516145188398
1.0,1.5,0.4391022368835714,0.6189516145188398
1.0,1.5,1.5139041095294554,0.6189516145188398
1.0,1.5,1.0739755331057972,0.6189516145188398
1.0,1.5,1.2924696153337367,0.6189516145188398
1.0,1.5,1.2992014903980813,0.6189516145188398
1.0,1.5,1.5279028573397404,0.6189516145188398
1.0,1.5,1.5233016564569597,0.6189516145188398
1.0,1.5,0.8426189553249744,0.6189516145188398
1.0,1.5,1.2826323527180579,0.6189516145188398
1.0,1.5,1.5222667370238174,0.6189516145188398
1.0,1.5,1.0659562444236206,0.6189516145188398
1.0,1.5,2.0035157176973137,0.6189516145188398
1.0,1.5,1.7598431128225036,0.6189516145188398
1.0,1.5,1.5279028573397408,0.6189516145188398
1.0,1.5,1.0739755331057985,0.6189516145188398
1.0,1.5,0.627463241830488,0.6189516145188398
1.0,1.5,1.5279028573397426,0.6189516145188398
1.0,1.5,1.2961679913597055,0.6189516145188398
1.0,1.5,1.0576314100244888,0.6189516145188398
1.0,1.5,1.2826323527180579,0.6189516145188398
1.0,1.5,1.2961679913597042,0.6189516145188398
1.0,1.5,0.44823426132358546,0.6189516145188398
1.0,1.5,0.40312586406905826,0.6189516145188398
1.0,2.0,0.8949620614592918,0.6189516145188398
1.0,2.0,1.7619509010860372,0.6189516145188398
1.0,2.0,1.1276192389278574,0.6189516145188398
1.0,2.0,1.5233016564569588,0.6189516145188398
1.0,2.0,1.5861926605730334,0.6189516145188398
1.0,2.0,1.5062877828926466,0.6189516145188398
1.0,2.0,1.5184819351213181,0.6189516145188398
1.0,2.0,1.5253717292930222,0.6189516145188398
1.0,2.0,1.2924696153337376,0.6189516145188398
