a,theta_true,theta_hat,rmse_overall
0.5,-2.5,-1.375600664663559,1.0249192618585736
0.5,-2.5,-2.3254325530271616,1.0249192618585736
0.5,-2.5,-1.6024498235123383,1.0249192618585736
0.5,-2.5,-2.0937641978647035,1.0249192618585736
0.5,-2.5,-0.5418953852365482,1.0249192618585736
0.5,-2.5,-1.1323876092681222,1.0249192618585736
0.5,-2.0,-1.046214592553306,1.0249192618585736
0.5,-2.0,-1.6113748036167768,1.0249192618585736
0.5,-2.0,-0.6571434147465068,1.0249192618585736
0.5,-2.0,-1.3756006646635592,1.0249192618585736
0.5,-2.0,-1.1323876092681218,1.0249192618585736
0.5,-2.0,-1.7391818182431782,1.0249192618585736
0.5,-2.0,-1.2674553809066915,1.0249192618585736
0.5,-2.0,-1.136960623640123,1.0249192618585736
0.5,-2.0,-1.2614084639252268,1.0249192618585736
0.5,-2.0,-0.7733321607105196,1.0249192618585736
0.5,-2.0,-0.5418953852365486,1.0249192618585736
0.5,-2.0,-0.9128065398961284,1.0249192618585736
0.5,-2.0,-1.4987120933205953,1.0249192618585736
0.5,-2.0,-0.41927565673202893,1.0249192618585736
0.5,-2.0,-1.353460961481238,1.0249192618585736
0.5,-2.0,-1.1369606236401228,1.0249192618585736
0.5,-2.0,-0.6513892291376023,1.0249192618585736
0.5,-2.0,-0.4143928982079265,1.0249192618585736
0.5,-2.0,-0.18637236158488205,1.0249192618585736
0.5,-2.0,-1.615387313340455,1.0249192618585736
0.5,-2.0,-1.3626949509650503,1.0249192618585736
0.5,-2.0,-0.7780594969506258,1.0249192618585736
0.5,-2.0,-1.6033159604973846,1.0249192618585736
0.5,-2.0,-1.0173491926420561,1.0249192618585736
0.5,-2.0,-0.42433771990514496,1.0249192618585736
0.5,-2.0,-0.30256422129899824,1.0249192618585736
0.5,-2.0,-0.4179246012484021,1.0249192618585736
0.5,-2.0,-1.261408463925227,1.0249192618585736
0.5,-2.0,-0.540362192273856,1.0249192618585736
0.5,-2.0,-0.4092198469281417,1.0249192618585736
0.5,-2.0,-1.267455380906692,1.0249192618585736
0.5,-2.0,-2.097205657668496,1.0249192618585736
0.5,-2.0,-0.8990869917623195,1.0249192618585736
0.5,-2.0,-0.651389229137602,1.0249192618585736
0.5,-2.0,-1.590287679814755,1.0249192618585736
0.5,-2.0,-1.261408463925226,1.0249192618585736
0.5,-2.0,-0.7780594969506252,1.0249192618585736
0.5,-2.0,-1.3672963454554918,1.0249192618585736
0.5,-2.0,-1.8562572584026293,1.0249192618585736
0.5,-2.0,-0.5452895802805328,1.0249192618585736
0.5,-2.0,-0.8958313963714949,1.0249192618585736
0.5,-2.0,-0.298230274787536,1.0249192618585736
0.5,-2.0,-1.371309705449349,1.0249192618585736
0.5,-2.0,-1.3756006646635595,1.0249192618585736
0.5,-2.0,-0.7832794887144795,1.0249192618585736
0.5,-2.0,-1.367296345455491,1.0249192618585736
0.5,-2.0,-1.8484977957024253,1.0249192618585736
0.5,-2.0,-0.29823027478753655,1.0249192618585736
0.5,-2.0,-0.1816007166631681,1.0249192618585736
0.5,-2.0,-0.5364024756158374,1.0249192618585736
0.5,-1.5,-0.8942267117835044,1.0249192618585736
0.5,-1.5,-1.6070632379251426,1.0249192618585736
0.5,-1.5,-1.856257258402629,1.0249192618585736
0.5,-1.5,-0.5452895802805323,1.0249192618585736
0.5,-1.5,-0.7945346638769767,1.0249192618585736
0.5,-1.5,-0.7780594969506256,1.0249192618585736
0.5,-1.5,-1.0162764136816962,1.0249192618585736
0.5,-1.5,-1.3566457434825268,1.0249192618585736
0.5,-1.5,-0.7832794887144803,1.0249192618585736
0.5,-1.5,0.1772883886567571,1.0249192618585736
0.5,-1.5,0.18262207398484417,1.0249192618585736
0.5,-1.5,-1.739181818243179,1.0249192618585736
0.5,-1.5,-1.0398082532818247,1.0249192618585736
0.5,-1.5,-0.6614274663866097,1.0249192618585736
0.5,-1.5,-0.29823027478753633,1.0249192618585736
0.5,-1.5,0.06054392940007338,1.0249192618585736
0.5,-1.5,-0.1816007166631679,1.0249192618585736
0.5,-1.5,-0.7733321607105196,1.0249192618585736
0.5,-1.5,-1.136960623640123,1.0249192618585736
0.5,-1.5,-0.7780594969506254,1.0249192618585736
0.5,-1.5,-0.7887767839463989,1.0249192618585736
0.5,-1.5,-0.6675969240331766,1.0249192618585736
0.5,-1.5,-0.8942267117835043,1.0249192618585736
0.5,-1.5,-1.220264960071251,1.0249192618585736
0.5,-1.5,-0.18262207398484426,1.0249192618585736
0.5,-1.5,-1.2614084639252263,1.0249192618585736
0.5,-1.5,-0.8790331971224015,1.0249192618585736
0.5,-1.5,-0.17728838865675667,1.0249192618585736
0.5,-1.5,-0.8890754885490703,1.0249192618585736
0.5,-1.5,-0.8990869917623189,1.0249192618585736
0.5,-1.5,-0.8896399674494948,1.0249192618585736
0.5,-1.5,-0.8844769018238358,1.0249192618585736
0.5,-1.5,-0.7847918343278298,1.0249192618585736
0.5,-1.5,-1.3713097054493497,1.0249192618585736
0.5,-1.5,-0.6571434147465064,1.0249192618585736
0.5,-1.5,-0.6571434147465065,1.0249192618585736
0.5,-1.5,-0.1826220739848444,1.0249192618585736
0.5,-1.5,-1.366718727800175,1.0249192618585736
0.5,-1.5,-0.4248021624613091,1.0249192618585736
0.5,-1.5,-0.7832794887144795,1.0249192618585736
0.5,-1.5,-0.6675969240331757,1.0249192618585736
0.5,-1.5,-0.558912334481426,1.0249192618585736
0.5,-1.5,-1.6113748036167772,1.0249192618585736
0.5,-1.5,-0.7780594969506255,1.0249192618585736
0.5,-1.5,-0.7887767839463989,1.0249192618585736
0.5,-1.5,-0.4092198469281416,1.0249192618585736
0.5,-1.5,-0.8896399674494953,1.0249192618585736
0.5,-1.5,-0.40921984692814145,1.0249192618585736
0.5,-1.5,-0.8990869917623192,1.0249192618585736
0.5,-1.5,-0.8844769018238354,1.0249192618585736
0.5,-1.0,-0.7887767839463989,1.0249192618585736
0.5,-1.0,-0.1772883886567566,1.0249192618585736
0.5,-1.0,-1.2614084639252268,1.0249192618585736
0.5,-1.0,-0.6571434147465066,1.0249192618585736
0.5,-1.0,-0.5403621922738562,1.0249192618585736
0.5,-1.0,-1.1369606236401228,1.0249192618585736
0.5,-1.0,0.06054392940007318,1.0249192618585736
0.5,-1.0,-0.7887767839463985,1.0249192618585736
0.5,-1.0,-0.8990869917623191,1.0249192618585736
0.5,-1.0,-0.8990869917623191,1.0249192618585736
0.5,-1.0,-0.17642577530998968,1.0249192618585736
0.5,-1.0,-0.18160071666316796,1.0249192618585736
0.5,-1.0,-0.3025642212989988,1.0249192618585736
0.5,-1.0,-0.303427838875811,1.0249192618585736
0.5,-1.0,-0.4714630612811897,1.0249192618585736
0.5,-1.0,-0.540102727759716,1.0249192618585736
0.5,-1.0,-0.18160071666316818,1.0249192618585736
0.5,-1.0,-0.4243377199051448,1.0249192618585736
0.5,-1.0,-0.8896399674494947,1.0249192618585736
0.5,-1.0,-0.3025642212989981,1.0249192618585736
0.5,-1.0,-0.7832794887144798,1.0249192618585736
0.5,-1.0,-0.7733321607105196,1.0249192618585736
0.5,-1.0,-1.1223550270826255,1.0249192618585736
0.5,-1.0,-0.1863723615848817,1.0249192618585736
0.5,-1.0,-0.0654490127117076,1.0249192618585736
0.5,-1.0,-0.7780594969506252,1.0249192618585736
0.5,-1.0,-1.3713097054493493,1.0249192618585736
0.5,-1.0,-0.5529034083080632,1.0249192618585736
0.5,-1.0,-0.5353451145644385,1.0249192618585736
0.5,-1.0,-0.7780594969506262,1.0249192618585736
0.5,-1.0,-0.7898111748519933,1.0249192618585736
0.5,-1.0,-0.3025642212989983,1.0249192618585736
0.5,-1.0,-1.1597836594694566,1.0249192618585736
0.5,-1.0,-0.7780594969506259,1.0249192618585736
0.5,-1.0,-0.5403621922738558,1.0249192618585736
0.5,-1.0,-1.136960623640123,1.0249192618585736
0.5,-1.0,-0.41927565673202893,1.0249192618585736
0.5,-1.0,-0.4344892235839142,1.0249192618585736
0.5,-1.0,-1.127517218350886,1.0249192618585736
0.5,-1.0,0.17728838865675675,1.0249192618585736
0.5,-1.0,-1.0162764136816955,1.0249192618585736
0.5,-1.0,-0.31464174385285826,1.0249192618585736
0.5,-1.0,-1.3713097054493495,1.0249192618585736
0.5,-1.0,-0.5403621922738562,1.0249192618585736
0.5,-1.0,-0.2972532545496114,1.0249192618585736
0.5,-1.0,-0.4192756567320287,1.0249192618585736
0.5,-1.0,0.06544901271170778,1.0249192618585736
0.5,-1.0,-1.0398082532818245,1.0249192618585736
0.5,-1.0,0.04458382271005581,1.0249192618585736
0.5,-1.0,0.18119689657816904,1.0249192618585736
0.5,-0.5,0.061982662824679464,1.0249192618585736
0.5,-0.5,-0.060543929400073124,1.0249192618585736
0.5,-0.5,-0.3089037664219055,1.0249192618585736
0.5,-0.5,-0.17642577530998932,1.0249192618585736
0.5,-0.5,-0.18637236158488218,1.0249192618585736
0.5,-0.5,-0.18160071666316757,1.0249192618585736
0.5,-0.5,-0.2982302747875362,1.0249192618585736
0.5,-0.5,-0.06560431264097218,1.0249192618585736
0.5,-0.5,-0.899086991762319,1.0249192618585736
0.5,-0.5,-0.18160071666316768,1.0249192618585736
0.5,-0.5,-0.4291308248024501,1.0249192618585736
0.5,-0.5,-0.6571434147465068,1.0249192618585736
0.5,-0.5,-0.3025642212989983,1.0249192618585736
0.5,-0.5,-0.18637236158488177,1.0249192618585736
0.5,-0.5,0.05017981457855601,1.0249192618585736
0.5,-0.5,0.070643702184164,1.0249192618585736
0.5,-0.5,-0.30342783887581076,1.0249192618585736
0.5,-0.5,-0.4243377199051453,1.0249192618585736
0.5,-0.5,-0.4192756567320289,1.0249192618585736
0.5,-0.5,-0.07611684285387298,1.0249192618585736
0.5,-0.5,0.4196290944279688,1.0249192618585736
0.5,-0.5,0.42480216246130836,1.0249192618585736
0.5,-0.5,-1.1369606236401228,1.0249192618585736
0.5,-0.5,-0.06544901271170782,1.0249192618585736
0.5,-0.5,-0.2812577131700431,1.0249192618585736
0.5,-0.5,-0.1863723615848816,1.0249192618585736
0.5,-0.5,0.17097144811668408,1.0249192618585736
0.5,-0.5,-0.4192756567320294,1.0249192618585736
0.5,-0.5,0.044583822710055405,1.0249192618585736
0.5,-0.5,-0.8790331971224012,1.0249192618585736
0.5,-0.5,-0.1816007166631678,1.0249192618585736
0.5,-0.5,-0.5452895802805323,1.0249192618585736
0.5,-0.5,0.5403621922738558,1.0249192618585736
0.5,-0.5,-0.28583114025810824,1.0249192618585736
0.5,-0.5,-0.2922031578168659,1.0249192618585736
0.5,-0.5,-0.7780594969506254,1.0249192618585736
0.5,-0.5,-0.6614274663866093,1.0249192618585736
0.5,-0.5,0.20017279248111963,1.0249192618585736
0.5,-0.5,0.05073432953006297,1.0249192618585736
0.5,-0.5,0.039789400926728315,1.0249192618585736
0.5,-0.5,-1.0335816513572285,1.0249192618585736
0.5,-0.5,-0.5353451145644386,1.0249192618585736
0.5,-0.5,-0.5476508464463427,1.0249192618585736
0.5,-0.5,0.17642577530998946,1.0249192618585736
0.5,-0.5,0.8942267117835045,1.0249192618585736
0.5,-0.5,-1.1180366813912699,1.0249192618585736
0.5,-0.5,-0.4192756567320288,1.0249192618585736
0.5,-0.5,-0.29348075522944994,1.0249192618585736
0.5,-0.5,-0.5403621922738557,1.0249192618585736
0.5,-0.5,-0.7832794887144798,1.0249192618585736
0.5,0.0,-0.4243377199051452,1.0249192618585736
0.5,0.0,-0.906889873920287,1.0249192618585736
0.5,0.0,-0.6614274663866097,1.0249192618585736
0.5,0.0,-0.6740044604028561,1.0249192618585736
0.5,0.0,0.1826220739848444,1.0249192618585736
0.5,0.0,0.5476508464463433,1.0249192618585736
0.5,0.0,0.3025642212989984,1.0249192618585736
0.5,0.0,1.1369606236401233,1.0249192618585736
0.5,0.0,0.3025642212989988,1.0249192618585736
0.5,0.0,0.04948658166302262,1.0249192618585736
0.5,0.0,0.18262207398484429,1.0249192618585736
0.5,0.0,0.6681264575243799,1.0249192618585736
0.5,0.0,-0.5403621922738562,1.0249192618585736
0.5,0.0,-0.7733321607105198,1.0249192618585736
0.5,0.0,0.8790331971224016,1.0249192618585736
0.5,0.0,-0.8836437069149546,1.0249192618585736
0.5,0.0,0.4192756567320287,1.0249192618585736
0.5,0.0,0.6614274663866099,1.0249192618585736
0.5,0.0,-0.4401178033662252,1.0249192618585736
0.5,0.0,0.1772883886567567,1.0249192618585736
0.5,0.0,-0.6614274663866094,1.0249192618585736
0.5,0.0,0.060543929400073034,1.0249192618585736
0.5,0.0,0.41945519474614706,1.0249192618585736
0.5,0.0,-0.05073432953006271,1.0249192618585736
0.5,0.0,-0.41439289820792624,1.0249192618585736
0.5,0.0,-0.05017981457855559,1.0249192618585736
0.5,0.0,-0.4143928982079267,1.0249192618585736
0.5,0.0,-0.41927565673202905,1.0249192618585736
0.5,0.0,0.1467563424144882,1.0249192618585736
0.5,0.0,0.8990869917623193,1.0249192618585736
0.5,0.0,-0.7630023421631769,1.0249192618585736
0.5,0.0,-1.0162764136816962,1.0249192618585736
0.5,0.0,-0.42480216246130853,1.0249192618585736
0.5,0.0,-0.4233720232353048,1.0249192618585736
0.5,0.0,0.16604970449670906,1.0249192618585736
0.5,0.0,-0.6969887328667674,1.0249192618585736
0.5,0.0,0.41927565673202966,1.0249192618585736
0.5,0.0,0.30256422129899846,1.0249192618585736
0.5,0.0,-0.17642577530998957,1.0249192618585736
0.5,0.0,0.7780594969506256,1.0249192618585736
0.5,0.0,0.18160071666316785,1.0249192618585736
0.5,0.0,0.15509468788119007,1.0249192618585736
0.5,0.0,0.106909801405177,1.0249192618585736
0.5,0.0,0.31464174385285804,1.0249192618585736
0.5,0.0,-0.8942267117835041,1.0249192618585736
0.5,0.0,0.31959926556198237,1.0249192618585736
0.5,0.0,0.19143737200711583,1.0249192618585736
0.5,0.0,-0.5403621922738556,1.0249192618585736
0.5,0.0,-0.6562751789704536,1.0249192618585736
0.5,0.0,-0.30836050630098605,1.0249192618585736
0.5,0.5,-0.060543929400072506,1.0249192618585736
0.5,0.5,0.7832794887144802,1.0249192618585736
0.5,0.5,-0.894226711783504,1.0249192618585736
0.5,0.5,0.6571434147465068,1.0249192618585736
0.5,0.5,0.186372361584882,1.0249192618585736
0.5,0.5,0.16031953593742615,1.0249192618585736
0.5,0.5,-0.4459973315488334,1.0249192618585736
0.5,0.5,0.29823027478753705,1.0249192618585736
0.5,0.5,0.4353002296832682,1.0249192618585736
0.5,0.5,0.4179246012484022,1.0249192618585736
0.5,0.5,0.3146417438528587,1.0249192618585736
0.5,0.5,-0.18262207398484423,1.0249192618585736
0.5,0.5,-1.1134183349799922,1.0249192618585736
0.5,0.5,0.17642577530998943,1.0249192618585736
0.5,0.5,0.06544901271170767,1.0249192618585736
0.5,0.5,0.30342783887581115,1.0249192618585736
0.5,0.5,1.1323876092681213,1.0249192618585736
0.5,0.5,-0.30342783887581076,1.0249192618585736
0.5,0.5,0.6614274663866101,1.0249192618585736
0.5,0.5,0.6614274663866099,1.0249192618585736
0.5,0.5,-0.5403621922738555,1.0249192618585736
0.5,0.5,-0.18160071666316743,1.0249192618585736
0.5,0.5,-0.288437326982904,1.0249192618585736
0.5,0.5,0.41439289820792646,1.0249192618585736
0.5,0.5,0.43530022968326787,1.0249192618585736
0.5,0.5,2.090037453594568,1.0249192618585736
0.5,0.5,-0.061982662824678895,1.0249192618585736
0.5,0.5,0.419275656732029,1.0249192618585736
0.5,0.5,0.3025642212989987,1.0249192618585736
0.5,0.5,0.19143737200711608,1.0249192618585736
0.5,0.5,-0.40921984692814184,1.0249192618585736
0.5,0.5,-0.19331376388839486,1.0249192618585736
0.5,0.5,0.7780594969506256,1.0249192618585736
0.5,0.5,0.1715164643621045,1.0249192618585736
0.5,0.5,0.05073432953006335,1.0249192618585736
0.5,0.5,0.5300422404182875,1.0249192618585736
0.5,0.5,-0.29867890129785635,1.0249192618585736
0.5,0.5,-0.6513892291376018,1.0249192618585736
0.5,0.5,-0.18262207398484415,1.0249192618585736
0.5,0.5,0.8990869917623198,1.0249192618585736
0.5,0.5,0.1914373720071158,1.0249192618585736
0.5,0.5,0.06544901271170772,1.0249192618585736
0.5,0.5,0.4192756567320292,1.0249192618585736
0.5,0.5,1.3667187278001751,1.0249192618585736
0.5,0.5,0.30342783887581076,1.0249192618585736
0.5,0.5,-0.17642577530998943,1.0249192618585736
0.5,0.5,1.136960623640123,1.0249192618585736
0.5,0.5,0.0706437021841638,1.0249192618585736
0.5,0.5,-0.19161196628425078,1.0249192618585736
0.5,0.5,0.8942267117835048,1.0249192618585736
0.5,1.0,0.4459973315488335,1.0249192618585736
0.5,1.0,-0.060543929400072694,1.0249192618585736
0.5,1.0,0.6571434147465071,1.0249192618585736
0.5,1.0,0.18160071666316774,1.0249192618585736
0.5,1.0,0.7840513463921224,1.0249192618585736
0.5,1.0,0.18262207398484417,1.0249192618585736
0.5,1.0,0.561753798772453,1.0249192618585736
0.5,1.0,0.6562751789704538,1.0249192618585736
0.5,1.0,0.77333216071052,1.0249192618585736
0.5,1.0,0.41927565673202877,1.0249192618585736
0.5,1.0,1.0162764136816962,1.0249192618585736
0.5,1.0,0.17728838865675675,1.0249192618585736
0.5,1.0,1.3756006646635601,1.0249192618585736
0.5,1.0,1.3756006646635597,1.0249192618585736
0.5,1.0,-0.6614274663866094,1.0249192618585736
0.5,1.0,1.2556013885480082,1.0249192618585736
0.5,1.0,0.19331376388839497,1.0249192618585736
0.5,1.0,-0.30836050630098605,1.0249192618585736
0.5,1.0,0.5403621922738563,1.0249192618585736
0.5,1.0,-0.17097144811668358,1.0249192618585736
0.5,1.0,0.3025642212989987,1.0249192618585736
0.5,1.0,0.5471351330116069,1.0249192618585736
0.5,1.0,0.7790305188101183,1.0249192618585736
0.5,1.0,0.4192756567320291,1.0249192618585736
0.5,1.0,0.8990869917623195,1.0249192618585736
0.5,1.0,0.8990869917623189,1.0249192618585736
0.5,1.0,0.4192756567320289,1.0249192618585736
0.5,1.0,-0.05651246721900815,1.0249192618585736
0.5,1.0,-0.19868557291328912,1.0249192618585736
0.5,1.0,0.8942267117835045,1.0249192618585736
0.5,1.0,0.03265747747186198,1.0249192618585736
0.5,1.0,1.1232102300346831,1.0249192618585736
0.5,1.0,0.055083977882691974,1.0249192618585736
0.5,1.0,-0.17728838865675656,1.0249192618585736
0.5,1.0,0.7840513463921219,1.0249192618585736
0.5,1.0,0.2982302747875365,1.0249192618585736
0.5,1.0,0.5403621922738555,1.0249192618585736
0.5,1.0,1.1323876092681215,1.0249192618585736
0.5,1.0,0.17642577530998887,1.0249192618585736
0.5,1.0,0.6571434147465066,1.0249192618585736
0.5,1.0,0.6459441658970088,1.0249192618585736
0.5,1.0,0.9073869635444071,1.0249192618585736
0.5,1.0,0.29823027478753655,1.0249192618585736
0.5,1.0,0.5456805915708405,1.0249192618585736
0.5,1.0,0.6571434147465071,1.0249192618585736
0.5,1.0,0.17728838865675708,1.0249192618585736
0.5,1.0,0.3034278388758111,1.0249192618585736
0.5,1.0,0.879580944056231,1.0249192618585736
0.5,1.0,0.0501798145785563,1.0249192618585736
0.5,1.0,1.0118331118203123,1.0249192618585736
0.5,1.5,1.3667187278001747,1.0249192618585736
0.5,1.5,0.2934807552294499,1.0249192618585736
0.5,1.5,1.3756006646635597,1.0249192618585736
0.5,1.5,0.18637236158488205,1.0249192618585736
0.5,1.5,0.8942267117835047,1.0249192618585736
0.5,1.5,1.3756006646635592,1.0249192618585736
0.5,1.5,1.127517218350886,1.0249192618585736
0.5,1.5,0.8990869917623191,1.0249192618585736
0.5,1.5,0.41439289820792646,1.0249192618585736
0.5,1.5,1.0217910893068889,1.0249192618585736
0.5,1.5,0.7887767839463988,1.0249192618585736
0.5,1.5,-0.05550435190136996,1.0249192618585736
0.5,1.5,1.3756006646635595,1.0249192618585736
0.5,1.5,1.1369606236401233,1.0249192618585736
0.5,1.5,0.656275178970454,1.0249192618585736
0.5,1.5,0.6614274663866102,1.0249192618585736
0.5,1.5,1.607063237925143,1.0249192618585736
0.5,1.5,0.5574356551112051,1.0249192618585736
0.5,1.5,0.30256422129899846,1.0249192618585736
0.5,1.5,0.18160071666316818,1.0249192618585736
0.5,1.5,0.889639967449495,1.0249192618585736
0.5,1.5,0.6508425130006791,1.0249192618585736
0.5,1.5,1.0728614561764613,1.0249192618585736
0.5,1.5,-0.06040926051037937,1.0249192618585736
0.5,1.5,0.6681264575243805,1.0249192618585736
0.5,1.5,0.8990869917623197,1.0249192618585736
0.5,1.5,0.30256422129899846,1.0249192618585736
0.5,1.5,0.4243377199051457,1.0249192618585736
0.5,1.5,0.66142746638661,1.0249192618585736
0.5,1.5,1.1323876092681215,1.0249192618585736
0.5,1.5,0.055504351901370146,1.0249192618585736
0.5,1.5,0.6624997173745445,1.0249192618585736
0.5,1.5,1.3667187278001742,1.0249192618585736
0.5,1.5,0.5452895802805323,1.0249192618585736
0.5,1.5,0.7887767839463988,1.0249192618585736
0.5,1.5,0.8990869917623191,1.0249192618585736
0.5,1.5,0.8790331971224012,1.0249192618585736
0.5,1.5,0.4143928982079261,1.0249192618585736
0.5,1.5,1.6153873133404544,1.0249192618585736
0.5,1.5,0.2271352211202501,1.0249192618585736
0.5,1.5,0.15929350104265697,1.0249192618585736
0.5,1.5,0.05550435190137037,1.0249192618585736
0.5,1.5,0.8896399674494945,1.0249192618585736
0.5,1.5,0.5700398842900786,1.0249192618585736
0.5,1.5,1.597535649278756,1.0249192618585736
0.5,1.5,0.8942267117835044,1.0249192618585736
0.5,1.5,0.545289580280533,1.0249192618585736
0.5,1.5,0.8779468324395701,1.0249192618585736
0.5,1.5,0.5403621922738557,1.0249192618585736
0.5,1.5,1.8562572584026285,1.0249192618585736
0.5,2.0,1.3436091156642125,1.0249192618585736
0.5,2.0,0.5403621922738557,1.0249192618585736
0.5,2.0,0.8890754885490706,1.0249192618585736
0.5,2.0,0.8942267117835048,1.0249192618585736
0.5,2.0,1.3667187278001742,1.0249192618585736
0.5,2.0,1.1369606236401228,1.0249192618585736
0.5,2.0,0.5509837863167173,1.0249192618585736
0.5,2.0,0.6571434147465071,1.0249192618585736
0.5,2.0,1.0162764136816962,1.0249192618585736
0.5,2.0,1.3713097054493495,1.0249192618585736
0.5,2.0,1.8562572584026285,1.0249192618585736
0.5,2.0,2.0937641978647044,1.0249192618585736
0.5,2.0,0.8790331971224012,1.0249192618585736
0.5,2.0,2.097205657668495,1.0249192618585736
